Entity,Code,Year,Solar Capacity
Asia,,2012,16.545689453125
Asia,,2013,36.57715234375
Asia,,2014,61.17058203125
Asia,,2015,91.5886171875
Asia,,2016,142.653515625
Asia,,2017,217.310875
Asia,,2018,284.5324375
Asia,,2019,344.22015625
Asia,,2020,423.6035625
Asia,,2021,501.57628125
Asia Pacific (BP),,1996,0.077
Asia Pacific (BP),,1997,0.1125
Asia Pacific (BP),,1998,0.162
Asia Pacific (BP),,1999,0.246
Asia Pacific (BP),,2000,0.3956549987792969
Asia Pacific (BP),,2001,0.5345599975585937
Asia Pacific (BP),,2002,0.7451810302734375
Asia Pacific (BP),,2003,0.9884500122070313
Asia Pacific (BP),,2004,1.28510595703125
Asia Pacific (BP),,2005,1.6591710205078125
Asia Pacific (BP),,2006,2.0291639404296875
Asia Pacific (BP),,2007,2.363006103515625
Asia Pacific (BP),,2008,2.951403076171875
Asia Pacific (BP),,2009,4.0524750976562505
Asia Pacific (BP),,2010,6.625173828125
Asia Pacific (BP),,2011,12.1367724609375
Asia Pacific (BP),,2012,20.02383203125
Asia Pacific (BP),,2013,40.644078125
Asia Pacific (BP),,2014,65.618234375
Asia Pacific (BP),,2015,96.1571640625
Asia Pacific (BP),,2016,146.79978125
Asia Pacific (BP),,2017,218.84446875
Asia Pacific (BP),,2018,284.15684375
Asia Pacific (BP),,2019,344.116625
Asia Pacific (BP),,2020,425.32715625000003
Asia Pacific (BP),,2021,501.6153125
Australia,AUS,1996,0.016
Australia,AUS,1997,0.019
Australia,AUS,1998,0.023
Australia,AUS,1999,0.025
Australia,AUS,2000,0.025
Australia,AUS,2001,0.029
Australia,AUS,2002,0.034
Australia,AUS,2003,0.039
Australia,AUS,2004,0.046
Australia,AUS,2005,0.052000000000000005
Australia,AUS,2006,0.061
Australia,AUS,2007,0.07
Australia,AUS,2008,0.082
Australia,AUS,2009,0.329
Australia,AUS,2010,1.088
Australia,AUS,2011,2.47
Australia,AUS,2012,3.7960000000000003
Australia,AUS,2013,4.565
Australia,AUS,2014,5.284
Australia,AUS,2015,5.9430000000000005
Australia,AUS,2016,6.686
Australia,AUS,2017,7.352
Australia,AUS,2018,8.623
Australia,AUS,2019,12.967
Australia,AUS,2020,17.342
Australia,AUS,2021,19.074
Austria,AUT,1996,0.0017000000476837158
Austria,AUT,1997,0.002200000047683716
Austria,AUT,1998,0.0029000000953674316
Austria,AUT,1999,0.003700000047683716
Austria,AUT,2000,0.005
Austria,AUT,2001,0.007
Austria,AUT,2002,0.009000000000000001
Austria,AUT,2003,0.023
Austria,AUT,2004,0.027
Austria,AUT,2005,0.021017999649047853
Austria,AUT,2006,0.022386999130249025
Austria,AUT,2007,0.02423800086975098
Austria,AUT,2008,0.0301200008392334
Austria,AUT,2009,0.04891500091552734
Austria,AUT,2010,0.08881300354003907
Austria,AUT,2011,0.17407000732421876
Austria,AUT,2012,0.3374830017089844
Austria,AUT,2013,0.6259739990234375
Austria,AUT,2014,0.7852459716796876
Austria,AUT,2015,0.9370980224609375
Austria,AUT,2016,1.0960159912109375
Austria,AUT,2017,1.268970947265625
Austria,AUT,2018,1.4551319580078126
Austria,AUT,2019,1.702093017578125
Austria,AUT,2020,2.0429339599609375
Austria,AUT,2021,2.69193408203125
Belgium,BEL,1996,0
Belgium,BEL,1997,0
Belgium,BEL,1998,0
Belgium,BEL,1999,0
Belgium,BEL,2000,0
Belgium,BEL,2001,0
Belgium,BEL,2002,0.001
Belgium,BEL,2003,0.001
Belgium,BEL,2004,0.001
Belgium,BEL,2005,0.002
Belgium,BEL,2006,0.002
Belgium,BEL,2007,0.02
Belgium,BEL,2008,0.062
Belgium,BEL,2009,0.386
Belgium,BEL,2010,1.0065999755859376
Belgium,BEL,2011,1.9785999755859376
Belgium,BEL,2012,2.64660009765625
Belgium,BEL,2013,2.90160009765625
Belgium,BEL,2014,3.015
Belgium,BEL,2015,3.13160009765625
Belgium,BEL,2016,3.328800048828125
Belgium,BEL,2017,3.6206000976562502
Belgium,BEL,2018,4
Belgium,BEL,2019,4.63660009765625
Belgium,BEL,2020,5.5747998046875
Belgium,BEL,2021,6.58460009765625
Brazil,BRA,1996,0
Brazil,BRA,1997,0
Brazil,BRA,1998,0
Brazil,BRA,1999,0
Brazil,BRA,2000,0
Brazil,BRA,2001,0.000035999998450279234
Brazil,BRA,2002,0.000035999998450279234
Brazil,BRA,2003,0.0007160000205039979
Brazil,BRA,2004,0.0007179999947547913
Brazil,BRA,2005,0.0007179999947547913
Brazil,BRA,2006,0.0007179999947547913
Brazil,BRA,2007,0.0007179999947547913
Brazil,BRA,2008,0.0007639999985694885
Brazil,BRA,2009,0.0008140000104904175
Brazil,BRA,2010,0.0008539999723434448
Brazil,BRA,2011,0.006097000122070313
Brazil,BRA,2012,0.006607999801635742
Brazil,BRA,2013,0.012527999877929687
Brazil,BRA,2014,0.02069700050354004
Brazil,BRA,2015,0.04556700134277344
Brazil,BRA,2016,0.12778900146484376
Brazil,BRA,2017,1.2067869873046875
Brazil,BRA,2018,2.43502197265625
Brazil,BRA,2019,4.61319091796875
Brazil,BRA,2020,7.8791572265625005
Brazil,BRA,2021,13.05492578125
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0
Bulgaria,BGR,2005,0
Bulgaria,BGR,2006,0
Bulgaria,BGR,2007,0.000029999999329447747
Bulgaria,BGR,2008,0.00010000000149011613
Bulgaria,BGR,2009,0.002
Bulgaria,BGR,2010,0.025
Bulgaria,BGR,2011,0.154
Bulgaria,BGR,2012,1.0130000000000001
Bulgaria,BGR,2013,1.02
Bulgaria,BGR,2014,1.026
Bulgaria,BGR,2015,1.029
Bulgaria,BGR,2016,1.028
Bulgaria,BGR,2017,1.0355699462890626
Bulgaria,BGR,2018,1.032678955078125
Bulgaria,BGR,2019,1.047949951171875
Bulgaria,BGR,2020,1.0973570556640626
Bulgaria,BGR,2021,1.1863570556640626
CIS (BP),,1996,0
CIS (BP),,1997,0
CIS (BP),,1998,0
CIS (BP),,1999,0
CIS (BP),,2000,0
CIS (BP),,2001,0
CIS (BP),,2002,0
CIS (BP),,2003,0
CIS (BP),,2004,0
CIS (BP),,2005,0.00006300000101327897
CIS (BP),,2006,0.00007900000363588334
CIS (BP),,2007,0.0006970000267028808
CIS (BP),,2008,0.00048500001430511474
CIS (BP),,2009,0.0002980000078678131
CIS (BP),,2010,0.0015770000219345094
CIS (BP),,2011,0.0020179998874664306
CIS (BP),,2012,0.0035290000438690187
CIS (BP),,2013,0.019020999908447266
CIS (BP),,2014,0.08882499694824218
CIS (BP),,2015,0.216822998046875
CIS (BP),,2016,0.30753900146484375
CIS (BP),,2017,0.5123759765625
CIS (BP),,2018,1.217780029296875
CIS (BP),,2019,2.618919921875
CIS (BP),,2020,3.3483200683593752
CIS (BP),,2021,4.91138623046875
Canada,CAN,1996,0.003
Canada,CAN,1997,0.003
Canada,CAN,1998,0.005
Canada,CAN,1999,0.006
Canada,CAN,2000,0.007
Canada,CAN,2001,0.009000000000000001
Canada,CAN,2002,0.01
Canada,CAN,2003,0.012
Canada,CAN,2004,0.014
Canada,CAN,2005,0.018000000000000002
Canada,CAN,2006,0.022
Canada,CAN,2007,0.029
Canada,CAN,2008,0.038
Canada,CAN,2009,0.107
Canada,CAN,2010,0.249
Canada,CAN,2011,0.628
Canada,CAN,2012,0.766
Canada,CAN,2013,1.21
Canada,CAN,2014,1.843
Canada,CAN,2015,2.519
Canada,CAN,2016,2.665
Canada,CAN,2017,2.932
Canada,CAN,2018,3.095
Canada,CAN,2019,3.327
Canada,CAN,2020,3.342
Canada,CAN,2021,3.62960009765625
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0
Chile,CHL,2002,0
Chile,CHL,2003,0
Chile,CHL,2004,0
Chile,CHL,2005,0
Chile,CHL,2006,0
Chile,CHL,2007,0
Chile,CHL,2008,0
Chile,CHL,2009,0
Chile,CHL,2010,0
Chile,CHL,2011,0
Chile,CHL,2012,0.002
Chile,CHL,2013,0.015
Chile,CHL,2014,0.221
Chile,CHL,2015,0.5760000000000001
Chile,CHL,2016,1.125
Chile,CHL,2017,1.809
Chile,CHL,2018,2.137
Chile,CHL,2019,2.653697998046875
Chile,CHL,2020,3.20543798828125
Chile,CHL,2021,4.3600068359375
China,CHN,1996,0.001
China,CHN,1997,0.0025
China,CHN,1998,0.005
China,CHN,1999,0.01
China,CHN,2000,0.033514999389648435
China,CHN,2001,0.03802000045776367
China,CHN,2002,0.056529998779296875
China,CHN,2003,0.0665999984741211
China,CHN,2004,0.07659999847412109
China,CHN,2005,0.1411999969482422
China,CHN,2006,0.1601999969482422
China,CHN,2007,0.199
China,CHN,2008,0.253
China,CHN,2009,0.4147999877929688
China,CHN,2010,1.0217999877929689
China,CHN,2011,3.107800048828125
China,CHN,2012,6.7177998046875
China,CHN,2013,17.74780078125
China,CHN,2014,28.38780078125
China,CHN,2015,43.53780078125
China,CHN,2016,77.787796875
China,CHN,2017,130.8012890625
China,CHN,2018,175.015859375
China,CHN,2019,204.574796875
China,CHN,2020,253.417796875
China,CHN,2021,306.4028125
Czechia,CZE,1996,0
Czechia,CZE,1997,0
Czechia,CZE,1998,0
Czechia,CZE,1999,0
Czechia,CZE,2000,0.00010000000149011613
Czechia,CZE,2001,0.00010000000149011613
Czechia,CZE,2002,0.00020000000298023225
Czechia,CZE,2003,0.00030000001192092895
Czechia,CZE,2004,0.0004000000059604645
Czechia,CZE,2005,0.0005860000252723694
Czechia,CZE,2006,0.0008410000205039979
Czechia,CZE,2007,0.003960999965667724
Czechia,CZE,2008,0.0395
Czechia,CZE,2009,0.46460000610351565
Czechia,CZE,2010,1.727
Czechia,CZE,2011,1.913
Czechia,CZE,2012,2.0220000000000002
Czechia,CZE,2013,2.0635
Czechia,CZE,2014,2.06739990234375
Czechia,CZE,2015,2.07489990234375
Czechia,CZE,2016,2.06789990234375
Czechia,CZE,2017,2.0695
Czechia,CZE,2018,2.075072021484375
Czechia,CZE,2019,2.086424072265625
Czechia,CZE,2020,2.1227109375
Czechia,CZE,2021,2.1192109375
Denmark,DNK,1996,0
Denmark,DNK,1997,0
Denmark,DNK,1998,0
Denmark,DNK,1999,0
Denmark,DNK,2000,0.001
Denmark,DNK,2001,0.001
Denmark,DNK,2002,0.002
Denmark,DNK,2003,0.002
Denmark,DNK,2004,0.002
Denmark,DNK,2005,0.003
Denmark,DNK,2006,0.003
Denmark,DNK,2007,0.003
Denmark,DNK,2008,0.003
Denmark,DNK,2009,0.005
Denmark,DNK,2010,0.007
Denmark,DNK,2011,0.017
Denmark,DNK,2012,0.402
Denmark,DNK,2013,0.5710000000000001
Denmark,DNK,2014,0.607
Denmark,DNK,2015,0.7821079711914063
Denmark,DNK,2016,0.8509530029296876
Denmark,DNK,2017,0.9063499755859376
Denmark,DNK,2018,0.998
Denmark,DNK,2019,1.08
Denmark,DNK,2020,1.3042939453125
Denmark,DNK,2021,1.5402939453125
Egypt,EGY,1996,0.00010000000149011613
Egypt,EGY,1997,0.00010000000149011613
Egypt,EGY,1998,0.00010000000149011613
Egypt,EGY,1999,0.00010000000149011613
Egypt,EGY,2000,0.00010000000149011613
Egypt,EGY,2001,0.0005
Egypt,EGY,2002,0.0006000000238418579
Egypt,EGY,2003,0.0006000000238418579
Egypt,EGY,2004,0.0006000000238418579
Egypt,EGY,2005,0.0006000000238418579
Egypt,EGY,2006,0.0006000000238418579
Egypt,EGY,2007,0.000699999988079071
Egypt,EGY,2008,0.0008999999761581421
Egypt,EGY,2009,0.0012999999523162842
Egypt,EGY,2010,0.015
Egypt,EGY,2011,0.015
Egypt,EGY,2012,0.015
Egypt,EGY,2013,0.015
Egypt,EGY,2014,0.015
Egypt,EGY,2015,0.016
Egypt,EGY,2016,0.039
Egypt,EGY,2017,0.16
Egypt,EGY,2018,0.7442000122070312
Egypt,EGY,2019,1.627199951171875
Egypt,EGY,2020,1.6553900146484375
Egypt,EGY,2021,1.6553900146484375
Europe,,1996,0.06690000152587891
Europe,,1997,0.08730000305175781
Europe,,1998,0.1054000015258789
Europe,,1999,0.1315
Europe,,2000,0.20010000610351564
Europe,,2001,0.3003599853515625
Europe,,2002,0.3849939880371094
Europe,,2003,0.62377099609375
Europe,,2004,1.335364013671875
Europe,,2005,2.3155070800781252
Europe,,2006,3.2666669921875
Europe,,2007,5.03985205078125
Europe,,2008,10.45816015625
Europe,,2009,16.8357421875
Europe,,2010,30.1191640625
Europe,,2011,53.56497265625
Europe,,2012,71.716375
Europe,,2013,81.8605
Europe,,2014,88.7809609375
Europe,,2015,97.3483046875
Europe,,2016,103.8889375
Europe,,2017,110.1350234375
Europe,,2018,119.6897109375
Europe,,2019,141.23779687500002
Europe,,2020,161.782765625
Europe,,2021,184.948375
Europe (BP),,1996,0.06690000152587891
Europe (BP),,1997,0.08730000305175781
Europe (BP),,1998,0.1054000015258789
Europe (BP),,1999,0.1315
Europe (BP),,2000,0.2001999969482422
Europe (BP),,2001,0.3006600036621094
Europe (BP),,2002,0.385593994140625
Europe (BP),,2003,0.62477099609375
Europe (BP),,2004,1.336864013671875
Europe (BP),,2005,2.317507080078125
Europe (BP),,2006,3.2691669921875
Europe (BP),,2007,5.04285205078125
Europe (BP),,2008,10.4618603515625
Europe (BP),,2009,16.84044140625
Europe (BP),,2010,30.12485546875
Europe (BP),,2011,53.5716484375
Europe (BP),,2012,71.727984375
Europe (BP),,2013,81.8769453125
Europe (BP),,2014,88.81596093750001
Europe (BP),,2015,97.535984375
Europe (BP),,2016,104.64561718750001
Europe (BP),,2017,113.33039843750001
Europe (BP),,2018,124.217
Europe (BP),,2019,145.956625
Europe (BP),,2020,167.0223125
Europe (BP),,2021,191.10290625000002
France,FRA,1996,0.004
France,FRA,1997,0.006
France,FRA,1998,0.008
France,FRA,1999,0.009000000000000001
France,FRA,2000,0.007
France,FRA,2001,0.007
France,FRA,2002,0.008
France,FRA,2003,0.009000000000000001
France,FRA,2004,0.011
France,FRA,2005,0.013000000000000001
France,FRA,2006,0.015
France,FRA,2007,0.026000000000000002
France,FRA,2008,0.08
France,FRA,2009,0.277
France,FRA,2010,1.044
France,FRA,2011,3.0035739746093753
France,FRA,2012,4.3587539062500005
France,FRA,2013,5.2772890625
France,FRA,2014,6.03441796875
France,FRA,2015,7.13751708984375
France,FRA,2016,7.7020810546875005
France,FRA,2017,8.6104365234375
France,FRA,2018,9.6722958984375
France,FRA,2019,10.8078740234375
France,FRA,2020,12.022224609375
France,FRA,2021,14.709224609375001
Germany,DEU,1996,0.028
Germany,DEU,1997,0.042
Germany,DEU,1998,0.054
Germany,DEU,1999,0.07
Germany,DEU,2000,0.114
Germany,DEU,2001,0.195
Germany,DEU,2002,0.26
Germany,DEU,2003,0.435
Germany,DEU,2004,1.105
Germany,DEU,2005,2.056
Germany,DEU,2006,2.899
Germany,DEU,2007,4.17
Germany,DEU,2008,6.12
Germany,DEU,2009,10.564
Germany,DEU,2010,18.004
Germany,DEU,2011,25.914
Germany,DEU,2012,34.075
Germany,DEU,2013,36.708
Germany,DEU,2014,37.898
Germany,DEU,2015,39.222
Germany,DEU,2016,40.677
Germany,DEU,2017,42.291000000000004
Germany,DEU,2018,45.156
Germany,DEU,2019,48.912
Germany,DEU,2020,53.719
Germany,DEU,2021,58.459
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0.001
Greece,GRC,2002,0.001
Greece,GRC,2003,0.001
Greece,GRC,2004,0.001
Greece,GRC,2005,0.001
Greece,GRC,2006,0.005
Greece,GRC,2007,0.009000000000000001
Greece,GRC,2008,0.012
Greece,GRC,2009,0.046
Greece,GRC,2010,0.202
Greece,GRC,2011,0.612
Greece,GRC,2012,1.536
Greece,GRC,2013,2.579
Greece,GRC,2014,2.596
Greece,GRC,2015,2.604
Greece,GRC,2016,2.604
Greece,GRC,2017,2.605530029296875
Greece,GRC,2018,2.651570068359375
Greece,GRC,2019,2.8337939453125
Greece,GRC,2020,3.287719970703125
Greece,GRC,2021,3.5300000000000002
High-income countries,,1996,0.15489999389648437
High-income countries,,1997,0.21
High-income countries,,1998,0.2765
High-income countries,,1999,0.3825
High-income countries,,2000,0.7332000122070312
High-income countries,,2001,0.9992999877929688
High-income countries,,2002,1.315530029296875
High-income countries,,2003,1.80975
High-income countries,,2004,2.863969970703125
High-income countries,,2005,4.27964404296875
High-income countries,,2006,5.75493798828125
High-income countries,,2007,8.0768388671875
High-income countries,,2008,14.1952001953125
High-income countries,,2009,22.0236015625
High-income countries,,2010,38.6496953125
High-income countries,,2011,67.32971875
High-income countries,,2012,90.870625
High-income countries,,2013,112.369296875
High-income countries,,2014,135.4224375
High-income countries,,2015,163.549578125
High-income countries,,2016,191.791875
High-income countries,,2017,217.127046875
High-income countries,,2018,246.040296875
High-income countries,,2019,290.91253125000003
High-income countries,,2020,340.5175625
High-income countries,,2021,395.40946875000003
Honduras,HND,1996,0
Honduras,HND,1997,0
Honduras,HND,1998,0
Honduras,HND,1999,0.001
Honduras,HND,2000,0.0015989999771118164
Honduras,HND,2001,0.0018040000200271608
Honduras,HND,2002,0.001975000023841858
Honduras,HND,2003,0.002128000020980835
Honduras,HND,2004,0.002375999927520752
Honduras,HND,2005,0.0026679999828338624
Honduras,HND,2006,0.0028719999790191653
Honduras,HND,2007,0.0032279999256134033
Honduras,HND,2008,0.0032279999256134033
Honduras,HND,2009,0.00351200008392334
Honduras,HND,2010,0.0037279999256134033
Honduras,HND,2011,0.0044790000915527345
Honduras,HND,2012,0.005156000137329102
Honduras,HND,2013,0.005156000137329102
Honduras,HND,2014,0.005156000137329102
Honduras,HND,2015,0.393156005859375
Honduras,HND,2016,0.414156005859375
Honduras,HND,2017,0.4537860107421875
Honduras,HND,2018,0.5136859741210937
Honduras,HND,2019,0.514
Honduras,HND,2020,0.514
Honduras,HND,2021,0.514
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0
Hungary,HUN,2002,0
Hungary,HUN,2003,0
Hungary,HUN,2004,0
Hungary,HUN,2005,0
Hungary,HUN,2006,0
Hungary,HUN,2007,0.0004000000059604645
Hungary,HUN,2008,0.001
Hungary,HUN,2009,0.001
Hungary,HUN,2010,0.002
Hungary,HUN,2011,0.004
Hungary,HUN,2012,0.012
Hungary,HUN,2013,0.035
Hungary,HUN,2014,0.089
Hungary,HUN,2015,0.17200000000000001
Hungary,HUN,2016,0.23500000000000001
Hungary,HUN,2017,0.34400000000000003
Hungary,HUN,2018,0.728
Hungary,HUN,2019,1.4000000000000001
Hungary,HUN,2020,2.1310000000000002
Hungary,HUN,2021,2.1310000000000002
India,IND,1996,0
India,IND,1997,0
India,IND,1998,0
India,IND,1999,0
India,IND,2000,0.0010839999914169312
India,IND,2001,0.00553499984741211
India,IND,2002,0.006704999923706055
India,IND,2003,0.007885000228881837
India,IND,2004,0.007809999942779541
India,IND,2005,0.011567000389099122
India,IND,2006,0.009602999687194825
India,IND,2007,0.025099000930786132
India,IND,2008,0.02772299957275391
India,IND,2009,0.03936199951171875
India,IND,2010,0.06536199951171875
India,IND,2011,0.5633150024414063
India,IND,2012,0.9785819702148437
India,IND,2013,1.4458270263671875
India,IND,2014,3.4440080566406253
India,IND,2015,5.3649838867187505
India,IND,2016,9.650521484375
India,IND,2017,17.923255859375
India,IND,2018,27.12459765625
India,IND,2019,34.86090625
India,IND,2020,39.04265625
India,IND,2021,49.3415078125
Israel,ISR,1996,0
Israel,ISR,1997,0.00030000001192092895
Israel,ISR,1998,0.00030000001192092895
Israel,ISR,1999,0.0004000000059604645
Israel,ISR,2000,0
Israel,ISR,2001,0
Israel,ISR,2002,0
Israel,ISR,2003,0
Israel,ISR,2004,0
Israel,ISR,2005,0.001
Israel,ISR,2006,0.0012999999523162842
Israel,ISR,2007,0.0017999999523162843
Israel,ISR,2008,0.003
Israel,ISR,2009,0.0245
Israel,ISR,2010,0.06990000152587891
Israel,ISR,2011,0.1896999969482422
Israel,ISR,2012,0.272
Israel,ISR,2013,0.37679998779296875
Israel,ISR,2014,0.5870999755859375
Israel,ISR,2015,0.7657000122070312
Israel,ISR,2016,0.8735999755859375
Israel,ISR,2017,0.9822999877929688
Israel,ISR,2018,1.285199951171875
Israel,ISR,2019,1.8074000244140624
Israel,ISR,2020,2.23
Israel,ISR,2021,2.313
Italy,ITA,1996,0.016
Italy,ITA,1997,0.017
Italy,ITA,1998,0.018000000000000002
Italy,ITA,1999,0.018000000000000002
Italy,ITA,2000,0.019
Italy,ITA,2001,0.02
Italy,ITA,2002,0.022
Italy,ITA,2003,0.026000000000000002
Italy,ITA,2004,0.031
Italy,ITA,2005,0.034
Italy,ITA,2006,0.045
Italy,ITA,2007,0.11
Italy,ITA,2008,0.483
Italy,ITA,2009,1.264
Italy,ITA,2010,3.592
Italy,ITA,2011,13.131
Italy,ITA,2012,16.785
Italy,ITA,2013,18.185
Italy,ITA,2014,18.594
Italy,ITA,2015,18.901
Italy,ITA,2016,19.283
Italy,ITA,2017,19.68229296875
Italy,ITA,2018,20.10758984375
Italy,ITA,2019,20.865275390625
Italy,ITA,2020,21.6500390625
Italy,ITA,2021,22.6920390625
Japan,JPN,1996,0.06
Japan,JPN,1997,0.091
Japan,JPN,1998,0.133
Japan,JPN,1999,0.209
Japan,JPN,2000,0.33
Japan,JPN,2001,0.453
Japan,JPN,2002,0.637
Japan,JPN,2003,0.86
Japan,JPN,2004,1.1320000000000001
Japan,JPN,2005,1.422
Japan,JPN,2006,1.708
Japan,JPN,2007,1.919
Japan,JPN,2008,2.144
Japan,JPN,2009,2.6270000000000002
Japan,JPN,2010,3.618
Japan,JPN,2011,4.914
Japan,JPN,2012,6.632000000000001
Japan,JPN,2013,13.599
Japan,JPN,2014,23.339000000000002
Japan,JPN,2015,34.15
Japan,JPN,2016,42.04
Japan,JPN,2017,49.5
Japan,JPN,2018,56.162
Japan,JPN,2019,63.192
Japan,JPN,2020,69.764
Japan,JPN,2021,74.191
Jordan,JOR,1996,0
Jordan,JOR,1997,0
Jordan,JOR,1998,0
Jordan,JOR,1999,0
Jordan,JOR,2000,0.000014999999664723874
Jordan,JOR,2001,0.000014999999664723874
Jordan,JOR,2002,0.000014999999664723874
Jordan,JOR,2003,0.000014999999664723874
Jordan,JOR,2004,0.000014999999664723874
Jordan,JOR,2005,0.000014999999664723874
Jordan,JOR,2006,0.000014999999664723874
Jordan,JOR,2007,0.000014999999664723874
Jordan,JOR,2008,0.000014999999664723874
Jordan,JOR,2009,0.000014999999664723874
Jordan,JOR,2010,0.000014999999664723874
Jordan,JOR,2011,0.0000430000014603138
Jordan,JOR,2012,0.0000729999989271164
Jordan,JOR,2013,0.00014100000262260438
Jordan,JOR,2014,0.0002360000014305115
Jordan,JOR,2015,0.005557000160217285
Jordan,JOR,2016,0.28659298706054687
Jordan,JOR,2017,0.3965880126953125
Jordan,JOR,2018,0.6996229858398437
Jordan,JOR,2019,1.1856700439453125
Jordan,JOR,2020,1.448375
Jordan,JOR,2021,1.5205749511718751
Lower-middle-income countries,,1996,0.00010000000149011613
