Entity,Code,Year,Wind Capacity
Middle East (BP),,2001,0.012399999618530274
Middle East (BP),,2002,0.019399999618530273
Middle East (BP),,2003,0.023399999618530273
Middle East (BP),,2004,0.03290000152587891
Middle East (BP),,2005,0.045
Middle East (BP),,2006,0.055
Middle East (BP),,2007,0.07100000000000001
Middle East (BP),,2008,0.07167500305175781
Middle East (BP),,2009,0.10067500305175782
Middle East (BP),,2010,0.10368000030517578
Middle East (BP),,2011,0.10688999938964844
Middle East (BP),,2012,0.11530999755859375
Middle East (BP),,2013,0.12155999755859376
Middle East (BP),,2014,0.16455999755859374
Middle East (BP),,2015,0.2862200012207031
Middle East (BP),,2016,0.4232699890136719
Middle East (BP),,2017,0.5040799865722656
Middle East (BP),,2018,0.6090800170898437
Middle East (BP),,2019,0.7750999755859375
Middle East (BP),,2020,0.92327001953125
Middle East (BP),,2021,1.0288900146484374
Morocco,MAR,1997,0
Morocco,MAR,1998,0.002
Morocco,MAR,1999,0.02
Morocco,MAR,2000,0.054
Morocco,MAR,2001,0.054
Morocco,MAR,2002,0.054
Morocco,MAR,2003,0.054
Morocco,MAR,2004,0.054
Morocco,MAR,2005,0.054
Morocco,MAR,2006,0.054
Morocco,MAR,2007,0.114
Morocco,MAR,2008,0.114
Morocco,MAR,2009,0.221
Morocco,MAR,2010,0.221
Morocco,MAR,2011,0.255
Morocco,MAR,2012,0.255
Morocco,MAR,2013,0.495
Morocco,MAR,2014,0.797
Morocco,MAR,2015,0.797
Morocco,MAR,2016,0.897
Morocco,MAR,2017,1.0230000000000001
Morocco,MAR,2018,1.225
Morocco,MAR,2019,1.225
Morocco,MAR,2020,1.405
Morocco,MAR,2021,1.435
Netherlands,NLD,1997,0.329
Netherlands,NLD,1998,0.379
Netherlands,NLD,1999,0.433
Netherlands,NLD,2000,0.447
Netherlands,NLD,2001,0.486
Netherlands,NLD,2002,0.672
Netherlands,NLD,2003,0.905
Netherlands,NLD,2004,1.075
Netherlands,NLD,2005,1.224
Netherlands,NLD,2006,1.561
Netherlands,NLD,2007,1.749
Netherlands,NLD,2008,2.149
Netherlands,NLD,2009,2.222
Netherlands,NLD,2010,2.237
Netherlands,NLD,2011,2.316
Netherlands,NLD,2012,2.433
Netherlands,NLD,2013,2.713
Netherlands,NLD,2014,2.865
Netherlands,NLD,2015,3.391
Netherlands,NLD,2016,4.257
Netherlands,NLD,2017,4.202
Netherlands,NLD,2018,4.393
Netherlands,NLD,2019,4.484158203125
Netherlands,NLD,2020,6.61875
Netherlands,NLD,2021,7.801
New Zealand,NZL,1997,0.004074999809265137
New Zealand,NZL,1998,0.004074999809265137
New Zealand,NZL,1999,0.03575500106811524
New Zealand,NZL,2000,0.036000000000000004
New Zealand,NZL,2001,0.036000000000000004
New Zealand,NZL,2002,0.054
New Zealand,NZL,2003,0.07200000000000001
New Zealand,NZL,2004,0.166
New Zealand,NZL,2005,0.168
New Zealand,NZL,2006,0.169
New Zealand,NZL,2007,0.32
New Zealand,NZL,2008,0.322
New Zealand,NZL,2009,0.496
New Zealand,NZL,2010,0.524
New Zealand,NZL,2011,0.623
New Zealand,NZL,2012,0.623
New Zealand,NZL,2013,0.623
New Zealand,NZL,2014,0.682
New Zealand,NZL,2015,0.6890000000000001
New Zealand,NZL,2016,0.6890000000000001
New Zealand,NZL,2017,0.6890000000000001
New Zealand,NZL,2018,0.6890000000000001
New Zealand,NZL,2019,0.6890000000000001
New Zealand,NZL,2020,0.784
New Zealand,NZL,2021,0.917
North America,,1997,1.6620000000000001
North America,,1998,2.253
North America,,1999,2.608
North America,,2000,2.5285
North America,,2001,4.074300048828125
North America,,2002,4.6582998046875
North America,,2003,6.40860009765625
North America,,2004,6.98660009765625
North America,,2005,9.469599609375
North America,,2006,12.921599609375
North America,,2007,18.522000000000002
North America,,2008,27.154
North America,,2009,38.1185
North America,,2010,43.7365
North America,,2011,51.67030078125
North America,,2012,67.2346015625
North America,,2013,70.0396015625
North America,,2014,76.6881171875
North America,,2015,87.330125
North America,,2016,97.6751015625
North America,,2017,104.4241953125
North America,,2018,112.61540625
North America,,2019,123.92638281250001
North America,,2020,139.256609375
North America,,2021,155.126203125
North America (BP),,1997,1.639
North America (BP),,1998,2.226
North America (BP),,1999,2.573
North America (BP),,2000,2.486
North America (BP),,2001,4.0120000000000005
North America (BP),,2002,4.596
North America (BP),,2003,6.34
North America (BP),,2004,6.918
North America (BP),,2005,9.401
North America (BP),,2006,12.853
North America (BP),,2007,18.456
North America (BP),,2008,27.088599609375002
North America (BP),,2009,38.0036015625
North America (BP),,2010,43.621601562500004
North America (BP),,2011,51.5426015625
North America (BP),,2012,67.0916015625
North America (BP),,2013,69.8966015625
North America (BP),,2014,76.4950234375
North America (BP),,2015,87.0580234375
North America (BP),,2016,97.31
North America (BP),,2017,104.046375
North America (BP),,2018,112.2076875
North America (BP),,2019,123.5155078125
North America (BP),,2020,138.863140625
North America (BP),,2021,154.732734375
Norway,NOR,1997,0.005
Norway,NOR,1998,0.008
Norway,NOR,1999,0.013000000000000001
Norway,NOR,2000,0.013000000000000001
Norway,NOR,2001,0.013000000000000001
Norway,NOR,2002,0.097
Norway,NOR,2003,0.097
Norway,NOR,2004,0.152
Norway,NOR,2005,0.265
Norway,NOR,2006,0.28400000000000003
Norway,NOR,2007,0.34800000000000003
Norway,NOR,2008,0.395
Norway,NOR,2009,0.423
Norway,NOR,2010,0.425
Norway,NOR,2011,0.512
Norway,NOR,2012,0.705
Norway,NOR,2013,0.8180000000000001
Norway,NOR,2014,0.859
Norway,NOR,2015,0.867
Norway,NOR,2016,0.883
Norway,NOR,2017,1.207
Norway,NOR,2018,1.71
Norway,NOR,2019,2.914
Norway,NOR,2020,4.03
Norway,NOR,2021,4.65
Oceania,,1997,0.008074999809265137
Oceania,,1998,0.014074999809265137
Oceania,,1999,0.04575500106811523
Oceania,,2000,0.069
Oceania,,2001,0.112
Oceania,,2002,0.16
Oceania,,2003,0.262
Oceania,,2004,0.545
Oceania,,2005,0.908
Oceania,,2006,0.988
Oceania,,2007,1.569
Oceania,,2008,1.7630000000000001
Oceania,,2009,2.199
Oceania,,2010,2.388
Oceania,,2011,2.75
Oceania,,2012,3.184
Oceania,,2013,3.844
Oceania,,2014,4.479
Oceania,,2015,4.87
Oceania,,2016,5.013
Oceania,,2017,5.501
Oceania,,2018,6.131
Oceania,,2019,6.968
Oceania,,2020,9.387
Oceania,,2021,9.867599609375
Other Africa (BP),,1997,0
Other Africa (BP),,1998,0
Other Africa (BP),,1999,0
Other Africa (BP),,2000,0.0004000000059604645
Other Africa (BP),,2001,0.0004000000059604645
Other Africa (BP),,2002,0.0025
Other Africa (BP),,2003,0.0030799999237060547
Other Africa (BP),,2004,0.009600000381469726
Other Africa (BP),,2005,0.013670000076293945
Other Africa (BP),,2006,0.01639500045776367
Other Africa (BP),,2007,0.018590000152587893
Other Africa (BP),,2008,0.018590000152587893
Other Africa (BP),,2009,0.01931999969482422
Other Africa (BP),,2010,0.02494700050354004
Other Africa (BP),,2011,0.1211520004272461
Other Africa (BP),,2012,0.13444400024414063
Other Africa (BP),,2013,0.23483399963378906
Other Africa (BP),,2014,0.2453979949951172
Other Africa (BP),,2015,0.44926800537109374
Other Africa (BP),,2016,0.46141400146484374
Other Africa (BP),,2017,0.46726300048828123
Other Africa (BP),,2018,0.777552978515625
Other Africa (BP),,2019,0.8327529907226563
Other Africa (BP),,2020,0.9386530151367187
Other Africa (BP),,2021,1.0586529541015626
Other Asia Pacific (BP),,1997,0.004
Other Asia Pacific (BP),,1998,0.004
Other Asia Pacific (BP),,1999,0.006
Other Asia Pacific (BP),,2000,0.007010000228881836
Other Asia Pacific (BP),,2001,0.007557000160217285
Other Asia Pacific (BP),,2002,0.009756999969482422
Other Asia Pacific (BP),,2003,0.014425000190734864
Other Asia Pacific (BP),,2004,0.025930000305175782
Other Asia Pacific (BP),,2005,0.028569999694824218
Other Asia Pacific (BP),,2006,0.034972999572753904
Other Asia Pacific (BP),,2007,0.04984600067138672
Other Asia Pacific (BP),,2008,0.05714799880981446
Other Asia Pacific (BP),,2009,0.07064800262451172
Other Asia Pacific (BP),,2010,0.12305799865722657
Other Asia Pacific (BP),,2011,0.13392300415039063
Other Asia Pacific (BP),,2012,0.167156005859375
Other Asia Pacific (BP),,2013,0.24333599853515625
Other Asia Pacific (BP),,2014,0.2849259948730469
Other Asia Pacific (BP),,2015,0.38003799438476565
Other Asia Pacific (BP),,2016,0.4048380126953125
Other Asia Pacific (BP),,2017,0.5002659912109375
Other Asia Pacific (BP),,2018,0.7273419799804688
Other Asia Pacific (BP),,2019,0.8773369750976563
Other Asia Pacific (BP),,2020,1.0713310546875001
Other Asia Pacific (BP),,2021,4.7448251953125
Other CIS (BP),,2000,0.00025
Other CIS (BP),,2001,0.0006000000238418579
Other CIS (BP),,2002,0.001100000023841858
Other CIS (BP),,2003,0.001100000023841858
Other CIS (BP),,2004,0.001100000023841858
Other CIS (BP),,2005,0.001100000023841858
Other CIS (BP),,2006,0.001100000023841858
Other CIS (BP),,2007,0.001899999976158142
Other CIS (BP),,2008,0.001899999976158142
Other CIS (BP),,2009,0.0039000000953674317
Other CIS (BP),,2010,0.0039000000953674317
Other CIS (BP),,2011,0.004
Other CIS (BP),,2012,0.0085
Other CIS (BP),,2013,0.013699999809265137
Other CIS (BP),,2014,0.06451000213623047
Other CIS (BP),,2015,0.10175499725341797
Other CIS (BP),,2016,0.17586000061035156
Other CIS (BP),,2017,0.21285000610351562
Other CIS (BP),,2018,0.2802000122070313
Other CIS (BP),,2019,0.46254998779296874
Other CIS (BP),,2020,0.6650499877929688
Other CIS (BP),,2021,1.3500999755859375
Other Europe (BP),,1997,0.02
Other Europe (BP),,1998,0.022
Other Europe (BP),,1999,0.025
Other Europe (BP),,2000,0.021149999618530275
Other Europe (BP),,2001,0.02204999923706055
Other Europe (BP),,2002,0.049450000762939456
Other Europe (BP),,2003,0.0732300033569336
Other Europe (BP),,2004,0.10875499725341797
Other Europe (BP),,2005,0.15923500061035156
Other Europe (BP),,2006,0.23773500061035158
Other Europe (BP),,2007,0.3710350036621094
Other Europe (BP),,2008,0.52625
Other Europe (BP),,2009,0.7652650146484375
Other Europe (BP),,2010,1.03206201171875
Other Europe (BP),,2011,1.3251619873046876
Other Europe (BP),,2012,1.63306201171875
Other Europe (BP),,2013,1.7239539794921874
Other Europe (BP),,2014,1.9126920166015626
Other Europe (BP),,2015,2.192763916015625
Other Europe (BP),,2016,2.44181201171875
Other Europe (BP),,2017,2.7000090332031252
Other Europe (BP),,2018,3.00719091796875
Other Europe (BP),,2019,3.357455078125
Other Europe (BP),,2020,3.599485107421875
Other Europe (BP),,2021,4.042375
Other Middle East (BP),,1997,0
Other Middle East (BP),,1998,0
Other Middle East (BP),,1999,0
Other Middle East (BP),,2000,0
Other Middle East (BP),,2001,0
Other Middle East (BP),,2002,0.006
Other Middle East (BP),,2003,0.006
Other Middle East (BP),,2004,0.006599999904632568
Other Middle East (BP),,2005,0.006599999904632568
Other Middle East (BP),,2006,0.006599999904632568
Other Middle East (BP),,2007,0.006599999904632568
Other Middle East (BP),,2008,0.007275000095367432
Other Middle East (BP),,2009,0.007275000095367432
Other Middle East (BP),,2010,0.0072800002098083495
Other Middle East (BP),,2011,0.0072800002098083495
Other Middle East (BP),,2012,0.00778000020980835
Other Middle East (BP),,2013,0.012529999732971192
Other Middle East (BP),,2014,0.014380000114440919
Other Middle East (BP),,2015,0.014380000114440919
Other Middle East (BP),,2016,0.03393000030517578
Other Middle East (BP),,2017,0.04668000030517578
Other Middle East (BP),,2018,0.04668000030517578
Other Middle East (BP),,2019,0.09718000030517579
Other Middle East (BP),,2020,0.09718000030517579
Other Middle East (BP),,2021,0.09718000030517579
Other South and Central America (BP),,1997,0.006
Other South and Central America (BP),,1998,0.006
Other South and Central America (BP),,1999,0.007
Other South and Central America (BP),,2000,0.011746000289916993
Other South and Central America (BP),,2001,0.020746000289916994
Other South and Central America (BP),,2002,0.02404599952697754
Other South and Central America (BP),,2003,0.03214599990844726
Other South and Central America (BP),,2004,0.07394599914550781
Other South and Central America (BP),,2005,0.06564600372314454
Other South and Central America (BP),,2006,0.07596600341796875
Other South and Central America (BP),,2007,0.09185600280761719
Other South and Central America (BP),,2008,0.0931259994506836
Other South and Central America (BP),,2009,0.1630260009765625
Other South and Central America (BP),,2010,0.21024600219726564
Other South and Central America (BP),,2011,0.3501960144042969
Other South and Central America (BP),,2012,0.6384959716796875
Other South and Central America (BP),,2013,0.7897960205078125
Other South and Central America (BP),,2014,1.0117160034179689
Other South and Central America (BP),,2015,1.3858659667968751
Other South and Central America (BP),,2016,1.5593759765625
Other South and Central America (BP),,2017,1.6018759765625001
Other South and Central America (BP),,2018,1.813699951171875
Other South and Central America (BP),,2019,2.0460999755859377
Other South and Central America (BP),,2020,2.12456494140625
Other South and Central America (BP),,2021,2.25756494140625
Pakistan,PAK,1997,0
Pakistan,PAK,1998,0
Pakistan,PAK,1999,0
Pakistan,PAK,2000,0
Pakistan,PAK,2001,0
Pakistan,PAK,2002,0
Pakistan,PAK,2003,0
Pakistan,PAK,2004,0
Pakistan,PAK,2005,0
Pakistan,PAK,2006,0
Pakistan,PAK,2007,0
Pakistan,PAK,2008,0.006
Pakistan,PAK,2009,0.006
Pakistan,PAK,2010,0.006
Pakistan,PAK,2011,0.006
Pakistan,PAK,2012,0.056154998779296875
Pakistan,PAK,2013,0.10605500030517578
Pakistan,PAK,2014,0.20555499267578126
Pakistan,PAK,2015,0.3083550109863281
Pakistan,PAK,2016,0.590655029296875
Pakistan,PAK,2017,0.789155029296875
Pakistan,PAK,2018,1.18585498046875
Pakistan,PAK,2019,1.23585498046875
Pakistan,PAK,2020,1.23585498046875
Pakistan,PAK,2021,1.335155029296875
Philippines,PHL,1997,0
Philippines,PHL,1998,0
Philippines,PHL,1999,0
Philippines,PHL,2000,0
Philippines,PHL,2001,0
Philippines,PHL,2002,0
Philippines,PHL,2003,0
Philippines,PHL,2004,0
Philippines,PHL,2005,0.033
Philippines,PHL,2006,0.033
Philippines,PHL,2007,0.033
Philippines,PHL,2008,0.033
Philippines,PHL,2009,0.033
Philippines,PHL,2010,0.033
Philippines,PHL,2011,0.033
Philippines,PHL,2012,0.033
Philippines,PHL,2013,0.033
Philippines,PHL,2014,0.3368999938964844
Philippines,PHL,2015,0.42689999389648436
Philippines,PHL,2016,0.42689999389648436
Philippines,PHL,2017,0.42689999389648436
Philippines,PHL,2018,0.42689999389648436
Philippines,PHL,2019,0.4428999938964844
Philippines,PHL,2020,0.4428999938964844
Philippines,PHL,2021,0.4428999938964844
Poland,POL,1997,0.002
Poland,POL,1998,0.002
Poland,POL,1999,0.002
Poland,POL,2000,0.004
Poland,POL,2001,0.019
Poland,POL,2002,0.032
Poland,POL,2003,0.035
Poland,POL,2004,0.04
Poland,POL,2005,0.121
Poland,POL,2006,0.17200000000000001
Poland,POL,2007,0.306
Poland,POL,2008,0.526
Poland,POL,2009,0.709
Poland,POL,2010,1.108
Poland,POL,2011,1.8
Poland,POL,2012,2.564
Poland,POL,2013,3.4290000000000003
Poland,POL,2014,3.8360000000000003
Poland,POL,2015,4.886
Poland,POL,2016,5.747
Poland,POL,2017,5.75935693359375
Poland,POL,2018,5.766078125
Poland,POL,2019,5.8368232421875
Poland,POL,2020,6.29825
Poland,POL,2021,6.9582500000000005
Portugal,PRT,1997,0.039
Portugal,PRT,1998,0.051000000000000004
Portugal,PRT,1999,0.061
Portugal,PRT,2000,0.083
Portugal,PRT,2001,0.125
Portugal,PRT,2002,0.19
Portugal,PRT,2003,0.268
Portugal,PRT,2004,0.553
Portugal,PRT,2005,1.064
Portugal,PRT,2006,1.681
Portugal,PRT,2007,2.201
Portugal,PRT,2008,2.857
Portugal,PRT,2009,3.326
Portugal,PRT,2010,3.7960000000000003
Portugal,PRT,2011,4.2562148437500005
Portugal,PRT,2012,4.4115517578125
Portugal,PRT,2013,4.60994921875
Portugal,PRT,2014,4.85655615234375
Portugal,PRT,2015,4.936837890625
Portugal,PRT,2016,5.12410302734375
Portugal,PRT,2017,5.12410498046875
Portugal,PRT,2018,5.17235888671875
Portugal,PRT,2019,5.2227451171875
Portugal,PRT,2020,5.1222587890625
Portugal,PRT,2021,5.2482587890625005
Romania,ROU,1997,0
Romania,ROU,1998,0
Romania,ROU,1999,0
Romania,ROU,2000,0
Romania,ROU,2001,0
Romania,ROU,2002,0
Romania,ROU,2003,0
Romania,ROU,2004,0
Romania,ROU,2005,0.001
Romania,ROU,2006,0.001
Romania,ROU,2007,0.003
Romania,ROU,2008,0.005
Romania,ROU,2009,0.015
Romania,ROU,2010,0.389
Romania,ROU,2011,0.988
Romania,ROU,2012,1.822
Romania,ROU,2013,2.773
Romania,ROU,2014,3.244
Romania,ROU,2015,3.13
Romania,ROU,2016,3.025
Romania,ROU,2017,3.029798095703125
Romania,ROU,2018,3.032258056640625
Romania,ROU,2019,3.037514892578125
Romania,ROU,2020,3.012527099609375
Romania,ROU,2021,3.012527099609375
Russia,RUS,2000,0.003
Russia,RUS,2001,0.003
Russia,RUS,2002,0.007
Russia,RUS,2003,0.009000000000000001
Russia,RUS,2004,0.009000000000000001
Russia,RUS,2005,0.01
Russia,RUS,2006,0.01
Russia,RUS,2007,0.01
Russia,RUS,2008,0.01
Russia,RUS,2009,0.01
Russia,RUS,2010,0.01
Russia,RUS,2011,0.01
Russia,RUS,2012,0.01
Russia,RUS,2013,0.01
Russia,RUS,2014,0.01
Russia,RUS,2015,0.010899999618530274
Russia,RUS,2016,0.010899999618530274
Russia,RUS,2017,0.010899999618530274
Russia,RUS,2018,0.051900001525878904
Russia,RUS,2019,0.10190000152587891
Russia,RUS,2020,0.9452999877929688
Russia,RUS,2021,1.955
South Africa,ZAF,1997,0
South Africa,ZAF,1998,0
South Africa,ZAF,1999,0
South Africa,ZAF,2000,0
South Africa,ZAF,2001,0
South Africa,ZAF,2002,0.0031600000858306885
South Africa,ZAF,2003,0.0031600000858306885
South Africa,ZAF,2004,0.0031600000858306885
South Africa,ZAF,2005,0.0031600000858306885
South Africa,ZAF,2006,0.0031600000858306885
South Africa,ZAF,2007,0.0031600000858306885
South Africa,ZAF,2008,0.008359999656677245
South Africa,ZAF,2009,0.008359999656677245
South Africa,ZAF,2010,0.01015999984741211
South Africa,ZAF,2011,0.01015999984741211
South Africa,ZAF,2012,0.01015999984741211
South Africa,ZAF,2013,0.257
South Africa,ZAF,2014,0.5690000000000001
South Africa,ZAF,2015,1.079
South Africa,ZAF,2016,1.473
South Africa,ZAF,2017,2.094
South Africa,ZAF,2018,2.094
South Africa,ZAF,2019,2.094
South Africa,ZAF,2020,2.516
South Africa,ZAF,2021,2.9555000000000002
South America,,1997,0.013000000000000001
South America,,1998,0.033
South America,,1999,0.036000000000000004
South America,,2000,0.036262001037597656
South America,,2001,0.050979000091552734
South America,,2002,0.049948001861572264
South America,,2003,0.05187900161743164
South America,,2004,0.05397900009155274
South America,,2005,0.058979000091552734
South America,,2006,0.26697900390625
South America,,2007,0.29497900390625
South America,,2008,0.46042901611328124
South America,,2009,0.8234290161132812
South America,,2010,1.158428955078125
South America,,2011,1.7131839599609375
South America,,2012,2.285583984375
South America,,2013,2.752416015625
South America,,2014,6.32050830078125
South America,,2015,9.5869755859375
South America,,2016,12.5670537109375
South America,,2017,15.3466708984375
South America,,2018,18.628091796875
South America,,2019,20.181667968750002
South America,,2020,23.485080078125
South America,,2021,29.104255859375
South Korea,KOR,1997,0.001
South Korea,KOR,1998,0.001
South Korea,KOR,1999,0.005
South Korea,KOR,2000,0.007
South Korea,KOR,2001,0.011
South Korea,KOR,2002,0.013000000000000001
South Korea,KOR,2003,0.019
South Korea,KOR,2004,0.029
South Korea,KOR,2005,0.099
South Korea,KOR,2006,0.178
South Korea,KOR,2007,0.196
South Korea,KOR,2008,0.304
South Korea,KOR,2009,0.35100000000000003
South Korea,KOR,2010,0.382
South Korea,KOR,2011,0.425
South Korea,KOR,2012,0.464
South Korea,KOR,2013,0.5760000000000001
South Korea,KOR,2014,0.612
South Korea,KOR,2015,0.847
South Korea,KOR,2016,1.067
South Korea,KOR,2017,1.215
South Korea,KOR,2018,1.42
South Korea,KOR,2019,1.494
South Korea,KOR,2020,1.635802001953125
South Korea,KOR,2021,1.70804296875
South and Central America (BP),,1997,0.042
South and Central America (BP),,1998,0.066
South and Central America (BP),,1999,0.078
South and Central America (BP),,2000,0.09050800323486329
South and Central America (BP),,2001,0.13402499389648437
South and Central America (BP),,2002,0.13629400634765626
South and Central America (BP),,2003,0.152625
South and Central America (BP),,2004,0.19652499389648437
South and Central America (BP),,2005,0.19322500610351562
South and Central America (BP),,2006,0.41154501342773436
South and Central America (BP),,2007,0.45283499145507816
South and Central America (BP),,2008,0.6195549926757813
South and Central America (BP),,2009,1.1019549560546875
South and Central America (BP),,2010,1.4841750488281251
South and Central America (BP),,2011,2.1916799316406252
South and Central America (BP),,2012,3.067679931640625
South and Central America (BP),,2013,3.6858120117187503
South and Central America (BP),,2014,7.52532421875
South and Central America (BP),,2015,11.24494140625
South and Central America (BP),,2016,14.491529296875001
South and Central America (BP),,2017,17.326365234375
South and Central America (BP),,2018,20.8495625
South and Central America (BP),,2019,22.6386875
South and Central America (BP),,2020,26.0031640625
South and Central America (BP),,2021,31.755341796875
Spain,ESP,1997,0.512
Spain,ESP,1998,0.723
Spain,ESP,1999,1.408
Spain,ESP,2000,2.206
Spain,ESP,2001,3.3970000000000002
Spain,ESP,2002,4.891
Spain,ESP,2003,5.945
Spain,ESP,2004,8.317
Spain,ESP,2005,9.918000000000001
Spain,ESP,2006,11.722
Spain,ESP,2007,14.82
Spain,ESP,2008,16.555
Spain,ESP,2009,19.176000000000002
Spain,ESP,2010,20.693
Spain,ESP,2011,21.529
Spain,ESP,2012,22.789
Spain,ESP,2013,22.958000000000002
Spain,ESP,2014,22.925
Spain,ESP,2015,22.943
Spain,ESP,2016,22.990000000000002
Spain,ESP,2017,23.124478515625
Spain,ESP,2018,23.4050546875
Spain,ESP,2019,25.590076171875
Spain,ESP,2020,26.819189453125002
Spain,ESP,2021,27.497189453125
Sweden,SWE,1997,0.122
Sweden,SWE,1998,0.176
Sweden,SWE,1999,0.22
Sweden,SWE,2000,0.209
Sweden,SWE,2001,0.295
Sweden,SWE,2002,0.357
Sweden,SWE,2003,0.417
Sweden,SWE,2004,0.47500000000000003
Sweden,SWE,2005,0.522
Sweden,SWE,2006,0.585
Sweden,SWE,2007,0.8230000000000001
Sweden,SWE,2008,1.089
Sweden,SWE,2009,1.475
Sweden,SWE,2010,2.017
Sweden,SWE,2011,2.7640000000000002
Sweden,SWE,2012,3.606
Sweden,SWE,2013,4.194
Sweden,SWE,2014,5.088
Sweden,SWE,2015,5.819
Sweden,SWE,2016,6.4350000000000005
Sweden,SWE,2017,6.611
Sweden,SWE,2018,7.3
Sweden,SWE,2019,8.681000000000001
Sweden,SWE,2020,9.976
Sweden,SWE,2021,12.08
Taiwan,TWN,1997,0.001
Taiwan,TWN,1998,0.001
Taiwan,TWN,1999,0.001
Taiwan,TWN,2000,0.0025999999046325685
Taiwan,TWN,2001,0.005
Taiwan,TWN,2002,0.008539999961853027
Taiwan,TWN,2003,0.008539999961853027
Taiwan,TWN,2004,0.008539999961853027
Taiwan,TWN,2005,0.023940000534057617
Taiwan,TWN,2006,0.10198999786376953
Taiwan,TWN,2007,0.18599000549316408
Taiwan,TWN,2008,0.25038999938964845
Taiwan,TWN,2009,0.3742900085449219
Taiwan,TWN,2010,0.4758900146484375
Taiwan,TWN,2011,0.5226900024414063
Taiwan,TWN,2012,0.570989990234375
Taiwan,TWN,2013,0.6141900024414063
Taiwan,TWN,2014,0.6371900024414062
Taiwan,TWN,2015,0.6466900024414063
Taiwan,TWN,2016,0.6820900268554687
Taiwan,TWN,2017,0.6923900146484375
Taiwan,TWN,2018,0.7131510009765625
Taiwan,TWN,2019,0.8451589965820313
Taiwan,TWN,2020,0.9371149902343751
Taiwan,TWN,2021,1.0333680419921876
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0
Thailand,THA,2005,0
Thailand,THA,2006,0.0003400000035762787
Thailand,THA,2007,0.0009399999976158142
Thailand,THA,2008,0.0010800000429153443
Thailand,THA,2009,0.0050999999046325685
Thailand,THA,2010,0.005599999904632568
Thailand,THA,2011,0.007300000190734864
Thailand,THA,2012,0.11169999694824219
Thailand,THA,2013,0.2226999969482422
Thailand,THA,2014,0.2245
Thailand,THA,2015,0.2338999938964844
Thailand,THA,2016,0.5070400085449219
Thailand,THA,2017,0.6278200073242187
Thailand,THA,2018,1.1028199462890624
Thailand,THA,2019,1.5068199462890626
Thailand,THA,2020,1.5068199462890626
Thailand,THA,2021,1.5068199462890626
Tunisia,TUN,1997,0
Tunisia,TUN,1998,0.002
Tunisia,TUN,1999,0.008
Tunisia,TUN,2000,0.010649999618530274
Tunisia,TUN,2001,0.010649999618530274
Tunisia,TUN,2002,0.010649999618530274
Tunisia,TUN,2003,0.0193700008392334
Tunisia,TUN,2004,0.0193700008392334
Tunisia,TUN,2005,0.0193700008392334
Tunisia,TUN,2006,0.0193700008392334
Tunisia,TUN,2007,0.0193700008392334
Tunisia,TUN,2008,0.0193700008392334
Tunisia,TUN,2009,0.053689998626708986
Tunisia,TUN,2010,0.053689998626708986
Tunisia,TUN,2011,0.053689998626708986
Tunisia,TUN,2012,0.17300000000000001
Tunisia,TUN,2013,0.2
Tunisia,TUN,2014,0.233
Tunisia,TUN,2015,0.24
Tunisia,TUN,2016,0.24
Tunisia,TUN,2017,0.24
Tunisia,TUN,2018,0.245
Tunisia,TUN,2019,0.245
Tunisia,TUN,2020,0.245
Tunisia,TUN,2021,0.245
Turkey,TUR,1997,0.009000000000000001
Turkey,TUR,1998,0.009000000000000001
Turkey,TUR,1999,0.009000000000000001
Turkey,TUR,2000,0.019
Turkey,TUR,2001,0.019
Turkey,TUR,2002,0.019
Turkey,TUR,2003,0.019
Turkey,TUR,2004,0.019
Turkey,TUR,2005,0.021
Turkey,TUR,2006,0.059000000000000004
Turkey,TUR,2007,0.146
Turkey,TUR,2008,0.364
Turkey,TUR,2009,0.792
Turkey,TUR,2010,1.32
Turkey,TUR,2011,1.729
Turkey,TUR,2012,2.261
Turkey,TUR,2013,2.7600000000000002
Turkey,TUR,2014,3.63
Turkey,TUR,2015,4.503
Turkey,TUR,2016,5.751
Turkey,TUR,2017,6.51614990234375
Turkey,TUR,2018,7.00538623046875
Turkey,TUR,2019,7.59115576171875
Turkey,TUR,2020,8.8323564453125
Turkey,TUR,2021,10.606956054687501
Ukraine,UKR,2000,0.005
Ukraine,UKR,2001,0.03622999954223633
Ukraine,UKR,2002,0.046229999542236326
Ukraine,UKR,2003,0.054400001525878906
Ukraine,UKR,2004,0.07140000152587891
Ukraine,UKR,2005,0.07659999847412109
Ukraine,UKR,2006,0.07659999847412109
Ukraine,UKR,2007,0.082
Ukraine,UKR,2008,0.083
Ukraine,UKR,2009,0.08600000000000001
Ukraine,UKR,2010,0.088
Ukraine,UKR,2011,0.146
Ukraine,UKR,2012,0.248
Ukraine,UKR,2013,0.362
Ukraine,UKR,2014,0.5139000244140625
Ukraine,UKR,2015,0.5139000244140625
Ukraine,UKR,2016,0.526
Ukraine,UKR,2017,0.553
Ukraine,UKR,2018,0.62077001953125
Ukraine,UKR,2019,1.25777001953125
Ukraine,UKR,2020,1.4020000000000001
Ukraine,UKR,2021,1.7610000000000001
United Kingdom,GBR,1997,0.328
United Kingdom,GBR,1998,0.338
United Kingdom,GBR,1999,0.362
