Entity,Code,Year,Renewables (TWh growth - equivalent)
Algeria,DZA,2015,-0.09026998281478882
Algeria,DZA,2016,0.30178380012512207
Algeria,DZA,2017,0.6412630677223206
Algeria,DZA,2018,0.39048099517822266
Algeria,DZA,2019,0.11678409576416016
Algeria,DZA,2020,-0.09865796566009521
Algeria,DZA,2021,-0.16021490097045898
Argentina,ARG,1966,0.04676175117492676
Argentina,ARG,1967,0.08802223205566406
Argentina,ARG,1968,0.6711676120758057
Argentina,ARG,1969,-0.45661401748657227
Argentina,ARG,1970,0.8119511604309082
Argentina,ARG,1971,-0.023690223693847656
Argentina,ARG,1972,-0.0742502212524414
Argentina,ARG,1973,4.368800163269043
Argentina,ARG,1974,5.90909481048584
Argentina,ARG,1975,0.6012639999389648
Argentina,ARG,1976,-0.5415449142456055
Argentina,ARG,1977,2.2330007553100586
Argentina,ARG,1978,5.8542633056640625
Argentina,ARG,1979,8.704702377319336
Argentina,ARG,1980,13.271917343139648
Argentina,ARG,1981,-1.3869476318359375
Argentina,ARG,1982,8.686397552490234
Argentina,ARG,1983,2.5710983276367188
Argentina,ARG,1984,4.187648773193359
Argentina,ARG,1985,2.308452606201172
Argentina,ARG,1986,1.1278648376464844
Argentina,ARG,1987,2.5513916015625
Argentina,ARG,1988,-19.619766235351562
Argentina,ARG,1989,-6.180278778076172
Argentina,ARG,1990,13.468936920166016
Argentina,ARG,1991,-5.458881378173828
Argentina,ARG,1992,9.742488861083984
Argentina,ARG,1993,13.503150939941406
Argentina,ARG,1994,10.413398742675781
Argentina,ARG,1995,-2.251434326171875
Argentina,ARG,1996,-11.562126159667969
Argentina,ARG,1997,15.997817993164062
Argentina,ARG,1998,-4.1422271728515625
Argentina,ARG,1999,-14.835128784179688
Argentina,ARG,2000,21.62248992919922
Argentina,ARG,2001,22.936851501464844
Argentina,ARG,2002,-2.4300003051757812
Argentina,ARG,2003,-5.275520324707031
Argentina,ARG,2004,-10.302902221679688
Argentina,ARG,2005,10.345924377441406
Argentina,ARG,2006,10.600906372070312
Argentina,ARG,2007,-19.83551788330078
Argentina,ARG,2008,-0.2306060791015625
Argentina,ARG,2009,8.936042785644531
Argentina,ARG,2010,2.6143569946289062
Argentina,ARG,2011,-3.804290771484375
Argentina,ARG,2012,-2.8467025756835938
Argentina,ARG,2013,11.083160400390625
Argentina,ARG,2014,0.5427322387695312
Argentina,ARG,2015,0.5296783447265625
Argentina,ARG,2016,-7.8706207275390625
Argentina,ARG,2017,7.7895050048828125
Argentina,ARG,2018,3.4787673950195312
Argentina,ARG,2019,-1.078338623046875
Argentina,ARG,2020,-3.731719970703125
Argentina,ARG,2021,0.730926513671875
Asia,,1966,18.225250244140625
Asia,,1967,-28.800537109375
Asia,,1968,45.942962646484375
Asia,,1969,17.451690673828125
Asia,,1970,11.87841796875
Asia,,1971,45.62127685546875
Asia,,1972,18.265869140625
Asia,,1973,-38.6170654296875
Asia,,1974,71.24212646484375
Asia,,1975,45.258056640625
Asia,,1976,17.71026611328125
Asia,,1977,-10.74481201171875
Asia,,1978,34.33160400390625
Asia,,1979,56.82342529296875
Asia,,1980,55.54156494140625
Asia,,1981,56.819580078125
Asia,,1982,19.6690673828125
Asia,,1983,44.16656494140625
Asia,,1984,6.7452392578125
Asia,,1985,161.7398681640625
Asia,,1986,10.625
Asia,,1987,37.94921875
Asia,,1988,162.7730712890625
Asia,,1989,33.378662109375
Asia,,1990,53.7578125
Asia,,1991,15.8919677734375
Asia,,1992,10.7718505859375
Asia,,1993,148.771728515625
Asia,,1994,0.044921875
Asia,,1995,133.54248046875
Asia,,1996,-9.8909912109375
Asia,,1997,5.6488037109375
Asia,,1998,101.435302734375
Asia,,1999,-31.6646728515625
Asia,,2000,61.106689453125
Asia,,2001,126.6893310546875
Asia,,2002,57.634521484375
Asia,,2003,69.75634765625
Asia,,2004,344.0283203125
Asia,,2005,91.048095703125
Asia,,2006,245.37744140625
Asia,,2007,144.02685546875
Asia,,2008,392.136962890625
Asia,,2009,-22.148193359375
Asia,,2010,530.475341796875
Asia,,2011,149.05029296875
Asia,,2012,544.32861328125
Asia,,2013,456.6796875
Asia,,2014,546.25
Asia,,2015,387.4775390625
Asia,,2016,464.39892578125
Asia,,2017,595.3359375
Asia,,2018,633.857421875
Asia,,2019,732.853515625
Asia,,2020,541.068359375
Asia,,2021,854.5009765625
Asia Pacific (BP),,1966,18.39208984375
Asia Pacific (BP),,1967,-28.54827880859375
Asia Pacific (BP),,1968,45.91680908203125
Asia Pacific (BP),,1969,17.577301025390625
Asia Pacific (BP),,1970,19.82867431640625
Asia Pacific (BP),,1971,55.3729248046875
Asia Pacific (BP),,1972,16.8272705078125
Asia Pacific (BP),,1973,-32.6748046875
Asia Pacific (BP),,1974,73.69647216796875
Asia Pacific (BP),,1975,43.4759521484375
Asia Pacific (BP),,1976,2.20416259765625
Asia Pacific (BP),,1977,-18.2969970703125
Asia Pacific (BP),,1978,30.42242431640625
Asia Pacific (BP),,1979,61.21209716796875
Asia Pacific (BP),,1980,52.82073974609375
Asia Pacific (BP),,1981,53.6751708984375
Asia Pacific (BP),,1982,7.41455078125
Asia Pacific (BP),,1983,55.80426025390625
Asia Pacific (BP),,1984,5.35540771484375
Asia Pacific (BP),,1985,64.23529052734375
Asia Pacific (BP),,1986,27.007568359375
Asia Pacific (BP),,1987,-2.7088623046875
Asia Pacific (BP),,1988,108.8782958984375
Asia Pacific (BP),,1989,84.614990234375
Asia Pacific (BP),,1990,20.0677490234375
Asia Pacific (BP),,1991,34.9398193359375
Asia Pacific (BP),,1992,-25.76806640625
Asia Pacific (BP),,1993,114.7509765625
Asia Pacific (BP),,1994,20.0284423828125
Asia Pacific (BP),,1995,134.6434326171875
Asia Pacific (BP),,1996,-28.60546875
Asia Pacific (BP),,1997,19.2769775390625
Asia Pacific (BP),,1998,99.1007080078125
Asia Pacific (BP),,1999,-6.1893310546875
Asia Pacific (BP),,2000,75.7591552734375
Asia Pacific (BP),,2001,138.1171875
Asia Pacific (BP),,2002,32.001220703125
Asia Pacific (BP),,2003,48.2381591796875
Asia Pacific (BP),,2004,316.4755859375
Asia Pacific (BP),,2005,104.918701171875
Asia Pacific (BP),,2006,235.595703125
Asia Pacific (BP),,2007,171.508056640625
Asia Pacific (BP),,2008,461.01904296875
Asia Pacific (BP),,2009,-12.774658203125
Asia Pacific (BP),,2010,468.1279296875
Asia Pacific (BP),,2011,174.26708984375
Asia Pacific (BP),,2012,521.946044921875
Asia Pacific (BP),,2013,480.63427734375
Asia Pacific (BP),,2014,614.31640625
Asia Pacific (BP),,2015,307.1142578125
Asia Pacific (BP),,2016,467.24951171875
Asia Pacific (BP),,2017,575.37841796875
Asia Pacific (BP),,2018,683.18994140625
Asia Pacific (BP),,2019,595.85400390625
Asia Pacific (BP),,2020,609.9931640625
Asia Pacific (BP),,2021,949.0302734375
Australia,AUS,1966,-1.0576190948486328
Australia,AUS,1967,0.7901706695556641
Australia,AUS,1968,0.9937763214111328
Australia,AUS,1969,2.1661148071289062
Australia,AUS,1970,4.331914901733398
Australia,AUS,1971,3.959156036376953
Australia,AUS,1972,0.189910888671875
Australia,AUS,1973,2.351215362548828
Australia,AUS,1974,4.986427307128906
Australia,AUS,1975,3.1895675659179688
Australia,AUS,1976,-2.18621826171875
Australia,AUS,1977,-1.97906494140625
Australia,AUS,1978,3.2689208984375
Australia,AUS,1979,-1.2279167175292969
Australia,AUS,1980,-2.4101943969726562
Australia,AUS,1981,1.2426986694335938
Australia,AUS,1982,-2.88336181640625
Australia,AUS,1983,-2.183582305908203
Australia,AUS,1984,2.995716094970703
Australia,AUS,1985,2.456531524658203
Australia,AUS,1986,0.2649688720703125
Australia,AUS,1987,-1.1863670349121094
Australia,AUS,1988,2.964111328125
Australia,AUS,1989,0.013336181640625
Australia,AUS,1990,1.33453369140625
Australia,AUS,1991,2.5319671630859375
Australia,AUS,1992,0.7132644653320312
Australia,AUS,1993,1.3306503295898438
Australia,AUS,1994,-0.5975990295410156
Australia,AUS,1995,-1.1073532104492188
Australia,AUS,1996,1.3974037170410156
Australia,AUS,1997,0.13029861450195312
Australia,AUS,1998,-0.14301300048828125
Australia,AUS,1999,1.6860008239746094
Australia,AUS,2000,0.055416107177734375
Australia,AUS,2001,-1.1497650146484375
Australia,AUS,2002,1.8346023559570312
Australia,AUS,2003,1.8881568908691406
Australia,AUS,2004,2.05303955078125
Australia,AUS,2005,4.144966125488281
Australia,AUS,2006,1.4304466247558594
Australia,AUS,2007,-2.3705596923828125
Australia,AUS,2008,-3.5075416564941406
Australia,AUS,2009,2.78961181640625
Australia,AUS,2010,5.895107269287109
Australia,AUS,2011,23.58692169189453
Australia,AUS,2012,-1.2831039428710938
Australia,AUS,2013,13.925323486328125
Australia,AUS,2014,-7.83837890625
Australia,AUS,2015,7.148658752441406
Australia,AUS,2016,14.841789245605469
Australia,AUS,2017,-7.434242248535156
Australia,AUS,2018,26.543548583984375
Australia,AUS,2019,14.535385131835938
Australia,AUS,2020,22.8466796875
Australia,AUS,2021,33.55369567871094
Austria,AUT,1966,3.6903228759765625
Austria,AUT,1967,1.0852127075195312
Austria,AUT,1968,1.4400520324707031
Austria,AUT,1969,-4.337902069091797
Austria,AUT,1970,13.518470764160156
Austria,AUT,1971,-13.216560363769531
Austria,AUT,1972,1.3823928833007812
Austria,AUT,1973,5.682147979736328
Austria,AUT,1974,10.358333587646484
Austria,AUT,1975,3.2024154663085938
Austria,AUT,1976,-9.549884796142578
Austria,AUT,1977,12.878276824951172
Austria,AUT,1978,0.05914306640625
Austria,AUT,1979,9.332252502441406
Austria,AUT,1980,2.9957275390625
Austria,AUT,1981,5.1374664306640625
Austria,AUT,1982,0.1448974609375
Austria,AUT,1983,-0.8575286865234375
Austria,AUT,1984,-11.108619689941406
Austria,AUT,1985,14.619186401367188
Austria,AUT,1986,1.4794769287109375
Austria,AUT,1987,12.040908813476562
Austria,AUT,1988,0.2024688720703125
Austria,AUT,1989,-0.471923828125
Austria,AUT,1990,-10.371406555175781
Austria,AUT,1991,0.0802001953125
Austria,AUT,1992,10.407218933105469
Austria,AUT,1993,5.610076904296875
Austria,AUT,1994,-3.4625930786132812
Austria,AUT,1995,6.145637512207031
Austria,AUT,1996,-9.276206970214844
Austria,AUT,1997,6.046577453613281
Austria,AUT,1998,3.6255111694335938
Austria,AUT,1999,9.715782165527344
Austria,AUT,2000,3.2062835693359375
Austria,AUT,2001,-4.0703887939453125
Austria,AUT,2002,-1.7985992431640625
Austria,AUT,2003,-19.98217010498047
Austria,AUT,2004,12.333473205566406
Austria,AUT,2005,3.3514785766601562
Austria,AUT,2006,1.4674911499023438
Austria,AUT,2007,7.287879943847656
Austria,AUT,2008,4.008308410644531
Austria,AUT,2009,8.026840209960938
Austria,AUT,2010,-6.8484344482421875
Austria,AUT,2011,-11.925605773925781
Austria,AUT,2012,27.950538635253906
Austria,AUT,2013,-3.73931884765625
Austria,AUT,2014,-0.3862152099609375
Austria,AUT,2015,-6.45867919921875
Austria,AUT,2016,7.437347412109375
Austria,AUT,2017,-1.5511627197265625
Austria,AUT,2018,-3.1121826171875
Austria,AUT,2019,11.512863159179688
Austria,AUT,2020,0.67083740234375
Austria,AUT,2021,1.209014892578125
Azerbaijan,AZE,1986,-1.502833604812622
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,-0.31363487243652344
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,2.837925434112549
Azerbaijan,AZE,1991,0.2995433807373047
Azerbaijan,AZE,1992,-0.03548431396484375
Azerbaijan,AZE,1993,2.006908893585205
Azerbaijan,AZE,1994,-1.7623658180236816
Azerbaijan,AZE,1995,-0.8102149963378906
Azerbaijan,AZE,1996,-0.056182861328125
Azerbaijan,AZE,1997,0.5174732208251953
Azerbaijan,AZE,1998,0.7067203521728516
Azerbaijan,AZE,1999,-1.3158597946166992
Azerbaijan,AZE,2000,0.08279561996459961
Azerbaijan,AZE,2001,-0.7139596939086914
Azerbaijan,AZE,2002,2.073983669281006
Azerbaijan,AZE,2003,1.2672605514526367
Azerbaijan,AZE,2004,0.7756447792053223
Azerbaijan,AZE,2005,0.6782059669494629
Azerbaijan,AZE,2006,-1.452427864074707
Azerbaijan,AZE,2007,-0.48023319244384766
Azerbaijan,AZE,2008,-0.4124460220336914
Azerbaijan,AZE,2009,0.18050765991210938
Azerbaijan,AZE,2010,3.1143083572387695
Azerbaijan,AZE,2011,-2.185258388519287
Azerbaijan,AZE,2012,-2.388543128967285
Azerbaijan,AZE,2013,-0.7164058685302734
Azerbaijan,AZE,2014,-0.4638388156890869
Azerbaijan,AZE,2015,0.9118707180023193
Azerbaijan,AZE,2016,0.9544844627380371
Azerbaijan,AZE,2017,-0.6018667221069336
Azerbaijan,AZE,2018,0.1818985939025879
Azerbaijan,AZE,2019,-0.42741918563842773
Azerbaijan,AZE,2020,-1.3269712924957275
Azerbaijan,AZE,2021,0.5294363498687744
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0.46129024028778076
Bangladesh,BGD,1974,-0.2602149248123169
Bangladesh,BGD,1975,0.5706987977027893
Bangladesh,BGD,1976,0.17150557041168213
Bangladesh,BGD,1977,-0.168548583984375
Bangladesh,BGD,1978,0.2040325403213501
Bangladesh,BGD,1979,0.23951613903045654
Bangladesh,BGD,1980,-0.011828064918518066
Bangladesh,BGD,1981,0.12419354915618896
Bangladesh,BGD,1982,-0.30161309242248535
Bangladesh,BGD,1983,0.41102170944213867
Bangladesh,BGD,1984,0.694892406463623
Bangladesh,BGD,1985,-0.46720433235168457
Bangladesh,BGD,1986,-0.8545697927474976
Bangladesh,BGD,1987,0.19811809062957764
Bangladesh,BGD,1988,0.46720433235168457
Bangladesh,BGD,1989,0.7244622707366943
Bangladesh,BGD,1990,-0.10645151138305664
Bangladesh,BGD,1991,-0.13602137565612793
Bangladesh,BGD,1992,-0.12419366836547852
Bangladesh,BGD,1993,-0.5559139251708984
Bangladesh,BGD,1994,0.7067205905914307
Bangladesh,BGD,1995,-1.4045701026916504
Bangladesh,BGD,1996,1.0852150917053223
Bangladesh,BGD,1997,-0.05913972854614258
Bangladesh,BGD,1998,0.4317207336425781
Bangladesh,BGD,1999,-0.09462404251098633
Bangladesh,BGD,2000,-0.24838709831237793
Bangladesh,BGD,2001,0.7024385929107666
Bangladesh,BGD,2002,-0.7307248115539551
Bangladesh,BGD,2003,-0.011694669723510742
Bangladesh,BGD,2004,-0.010974645614624023
Bangladesh,BGD,2005,-0.00941014289855957
Bangladesh,BGD,2006,-0.0032944679260253906
Bangladesh,BGD,2007,-0.0032644271850585938
Bangladesh,BGD,2008,0.5725464820861816
Bangladesh,BGD,2009,-1.4683046340942383
Bangladesh,BGD,2010,0.9148082733154297
Bangladesh,BGD,2011,0.42338085174560547
Bangladesh,BGD,2012,-0.18381571769714355
Bangladesh,BGD,2013,-0.03841996192932129
Bangladesh,BGD,2014,-0.34822988510131836
Bangladesh,BGD,2015,0.9553635120391846
Bangladesh,BGD,2016,0.004666328430175781
Bangladesh,BGD,2017,0.45691657066345215
Bangladesh,BGD,2018,-0.39682698249816895
Bangladesh,BGD,2019,0.015587568283081055
Bangladesh,BGD,2020,-0.16782808303833008
Bangladesh,BGD,2021,0.09877276420593262
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,-0.005913890898227692
Belarus,BLR,1992,-0.002956945449113846
Belarus,BLR,1993,0.005913890898227692
Belarus,BLR,1994,0
Belarus,BLR,1995,0.002956945449113846
Belarus,BLR,1996,-0.011827778071165085
Belarus,BLR,1997,0.01478472352027893
Belarus,BLR,1998,0.020699162036180496
Belarus,BLR,1999,-0.026613052934408188
Belarus,BLR,2000,0.023655835539102554
Belarus,BLR,2001,0.008294999599456787
Belarus,BLR,2002,-0.003487497568130493
Belarus,BLR,2003,-0.003442510962486267
Belarus,BLR,2004,0.01680750399827957
Belarus,BLR,2005,0.007932774722576141
Belarus,BLR,2006,0.0028675049543380737
Belarus,BLR,2007,0.03767944127321243
Belarus,BLR,2008,0.07124972343444824
Belarus,BLR,2009,0.10226915776729584
Belarus,BLR,2010,0.07581168413162231
Belarus,BLR,2011,0.03432947397232056
Belarus,BLR,2012,0.08697247505187988
Belarus,BLR,2013,0.14363974332809448
Belarus,BLR,2014,-0.05097252130508423
Belarus,BLR,2015,0.11847251653671265
Belarus,BLR,2016,0.2169702649116516
Belarus,BLR,2017,0.9686241149902344
Belarus,BLR,2018,-0.1345689296722412
Belarus,BLR,2019,0.4064908027648926
Belarus,BLR,2020,0.6525797843933105
Belarus,BLR,2021,0.14093232154846191
Belgium,BEL,1966,0.0798385739326477
Belgium,BEL,1967,-0.1803763508796692
Belgium,BEL,1968,0.01774197816848755
Belgium,BEL,1969,-0.041397809982299805
Belgium,BEL,1970,0.04731196165084839
Belgium,BEL,1971,-0.3311827778816223
Belgium,BEL,1972,0.13602137565612793
Belgium,BEL,1973,0.34368306398391724
Belgium,BEL,1974,0.178494393825531
Belgium,BEL,1975,-0.24835330247879028
Belgium,BEL,1976,-0.3018146753311157
Belgium,BEL,1977,0.9465723633766174
Belgium,BEL,1978,0.03854179382324219
Belgium,BEL,1979,0.20809829235076904
Belgium,BEL,1980,0.08222436904907227
Belgium,BEL,1981,0.27583980560302734
Belgium,BEL,1982,-0.924025297164917
Belgium,BEL,1983,-0.06774187088012695
Belgium,BEL,1984,0.05073904991149902
Belgium,BEL,1985,-0.09667325019836426
Belgium,BEL,1986,0.3762766122817993
Belgium,BEL,1987,0.3454718589782715
Belgium,BEL,1988,-0.07976877689361572
Belgium,BEL,1989,-0.12753534317016602
Belgium,BEL,1990,0.17516803741455078
Belgium,BEL,1991,-0.05216872692108154
Belgium,BEL,1992,0.23197662830352783
Belgium,BEL,1993,-0.3304312229156494
Belgium,BEL,1994,0.2749875783920288
Belgium,BEL,1995,0.21895158290863037
Belgium,BEL,1996,-0.3180316686630249
Belgium,BEL,1997,0.07066512107849121
Belgium,BEL,1998,0.5253926515579224
Belgium,BEL,1999,0.30131030082702637
Belgium,BEL,2000,0.5905914306640625
Belgium,BEL,2001,0.0893094539642334
Belgium,BEL,2002,0.2087249755859375
Belgium,BEL,2003,0.18852734565734863
Belgium,BEL,2004,0.928621768951416
Belgium,BEL,2005,1.9172415733337402
Belgium,BEL,2006,2.6181435585021973
Belgium,BEL,2007,1.633742332458496
Belgium,BEL,2008,2.881991386413574
Belgium,BEL,2009,4.605330467224121
Belgium,BEL,2010,5.674646377563477
Belgium,BEL,2011,5.270441055297852
Belgium,BEL,2012,5.821441650390625
Belgium,BEL,2013,3.265430450439453
Belgium,BEL,2014,1.7256736755371094
Belgium,BEL,2015,4.642730712890625
Belgium,BEL,2016,1.2988243103027344
Belgium,BEL,2017,4.563091278076172
Belgium,BEL,2018,3.277149200439453
Belgium,BEL,2019,5.8074798583984375
Belgium,BEL,2020,12.34268569946289
Belgium,BEL,2021,-1.2813186645507812
Brazil,BRA,1966,7.070152282714844
Brazil,BRA,1967,3.7938156127929688
Brazil,BRA,1968,4.024467468261719
Brazil,BRA,1969,6.333869934082031
Brazil,BRA,1970,23.806785583496094
Brazil,BRA,1971,10.861457824707031
Brazil,BRA,1972,23.24041748046875
Brazil,BRA,1973,20.917007446289062
Brazil,BRA,1974,22.402694702148438
Brazil,BRA,1975,19.627761840820312
Brazil,BRA,1976,31.474014282226562
Brazil,BRA,1977,34.952423095703125
Brazil,BRA,1978,33.469207763671875
Brazil,BRA,1979,46.847412109375
Brazil,BRA,1980,39.204071044921875
Brazil,BRA,1981,4.54571533203125
Brazil,BRA,1982,38.733154296875
Brazil,BRA,1983,41.813262939453125
Brazil,BRA,1984,53.197967529296875
Brazil,BRA,1985,44.7374267578125
Brazil,BRA,1986,28.0426025390625
Brazil,BRA,1987,11.78704833984375
Brazil,BRA,1988,43.10687255859375
Brazil,BRA,1989,22.36956787109375
Brazil,BRA,1990,-0.16009521484375
Brazil,BRA,1991,36.0894775390625
Brazil,BRA,1992,17.8857421875
Brazil,BRA,1993,37.80987548828125
Brazil,BRA,1994,28.7076416015625
Brazil,BRA,1995,36.4044189453125
Brazil,BRA,1996,42.06781005859375
Brazil,BRA,1997,38.2347412109375
Brazil,BRA,1998,35.8798828125
Brazil,BRA,1999,7.47955322265625
Brazil,BRA,2000,20.6781005859375
Brazil,BRA,2001,-116.43115234375
Brazil,BRA,2002,59.9638671875
Brazil,BRA,2003,53.20001220703125
Brazil,BRA,2004,47.44366455078125
Brazil,BRA,2005,51.473876953125
Brazil,BRA,2006,25.343994140625
Brazil,BRA,2007,105.0252685546875
Brazil,BRA,2008,22.1722412109375
Brazil,BRA,2009,76.5657958984375
Brazil,BRA,2010,69.16259765625
Brazil,BRA,2011,52.046142578125
Brazil,BRA,2012,-34.13037109375
Brazil,BRA,2013,-28.4716796875
Brazil,BRA,2014,-2.4151611328125
Brazil,BRA,2015,24.4189453125
Brazil,BRA,2016,67.770751953125
Brazil,BRA,2017,7.2215576171875
Brazil,BRA,2018,101.50390625
Brazil,BRA,2019,75.0633544921875
Brazil,BRA,2020,-0.6236572265625
Brazil,BRA,2021,-35.911865234375
Bulgaria,BGR,1966,0.029569625854492188
Bulgaria,BGR,1967,0.03548431396484375
Bulgaria,BGR,1968,-2.120161771774292
Bulgaria,BGR,1969,1.5790326595306396
Bulgaria,BGR,1970,0.9255375862121582
Bulgaria,BGR,1971,0.05322551727294922
Bulgaria,BGR,1972,-0.22177410125732422
Bulgaria,BGR,1973,1.4045696258544922
Bulgaria,BGR,1974,-1.4489245414733887
Bulgaria,BGR,1975,1.102956771850586
