Entity,Code,Year,Solar per capita (kWh - equivalent)
Australia,AUS,2016,820.8711547851562
Australia,AUS,2017,965.3273315429688
Australia,AUS,2018,1310.480712890625
Australia,AUS,2019,1913.6597900390625
Australia,AUS,2020,2455.608642578125
Australia,AUS,2021,3165.171142578125
Austria,AUT,1965,0
Austria,AUT,1966,0
Austria,AUT,1967,0
Austria,AUT,1968,0
Austria,AUT,1969,0
Austria,AUT,1970,0
Austria,AUT,1971,0
Austria,AUT,1972,0
Austria,AUT,1973,0
Austria,AUT,1974,0
Austria,AUT,1975,0
Austria,AUT,1976,0
Austria,AUT,1977,0
Austria,AUT,1978,0
Austria,AUT,1979,0
Austria,AUT,1980,0
Austria,AUT,1981,0
Austria,AUT,1982,0
Austria,AUT,1983,0
Austria,AUT,1984,0
Austria,AUT,1985,0
Austria,AUT,1986,0
Austria,AUT,1987,0
Austria,AUT,1988,0
Austria,AUT,1989,0
Austria,AUT,1990,0
Austria,AUT,1991,0
Austria,AUT,1992,0
Austria,AUT,1993,0.3730880618095398
Austria,AUT,1994,0.3705001473426819
Austria,AUT,1995,0.3685109615325928
Austria,AUT,1996,0.36723604798316956
Austria,AUT,1997,0.7365567088127136
Austria,AUT,1998,0.7358073592185974
Austria,AUT,1999,0.7348877787590027
Austria,AUT,2000,1.0981295108795166
Austria,AUT,2001,1.8146318197250366
Austria,AUT,2002,3.2304494380950928
Austria,AUT,2003,5.32078218460083
Austria,AUT,2004,6.312635898590088
Austria,AUT,2005,7.291819095611572
Austria,AUT,2006,7.688241004943848
Austria,AUT,2007,8.243824005126953
Austria,AUT,2008,10.146658897399902
Austria,AUT,2009,16.315441131591797
Austria,AUT,2010,29.31146240234375
Austria,AUT,2011,56.80473327636719
Austria,AUT,2012,108.83692932128906
Austria,AUT,2013,199.39251708984375
Austria,AUT,2014,246.92483520507812
Austria,AUT,2015,290.779541015625
Austria,AUT,2016,335.4262390136719
Austria,AUT,2017,382.89544677734375
Austria,AUT,2018,432.990234375
Austria,AUT,2019,501.0179748535156
Austria,AUT,2020,595.7247314453125
Austria,AUT,2021,614.8564453125
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1992,0
Azerbaijan,AZE,1993,0
Azerbaijan,AZE,1994,0
Azerbaijan,AZE,1995,0
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0
Azerbaijan,AZE,2002,0
Azerbaijan,AZE,2003,0
Azerbaijan,AZE,2004,0
Azerbaijan,AZE,2005,0
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0
Azerbaijan,AZE,2008,0
Azerbaijan,AZE,2009,0
Azerbaijan,AZE,2010,0
Azerbaijan,AZE,2011,0
Azerbaijan,AZE,2012,0
Azerbaijan,AZE,2013,0.23233318328857422
Azerbaijan,AZE,2014,0.8269965052604675
Azerbaijan,AZE,2015,1.2874594926834106
Azerbaijan,AZE,2016,9.706146240234375
Azerbaijan,AZE,2017,10.055542945861816
Azerbaijan,AZE,2018,10.439820289611816
Azerbaijan,AZE,2019,11.59566593170166
Azerbaijan,AZE,2020,12.174121856689453
Azerbaijan,AZE,2021,14.12850284576416
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0
Bangladesh,BGD,1974,0
Bangladesh,BGD,1975,0
Bangladesh,BGD,1976,0
Bangladesh,BGD,1977,0
Bangladesh,BGD,1978,0
Bangladesh,BGD,1979,0
Bangladesh,BGD,1980,0
Bangladesh,BGD,1981,0
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0
Bangladesh,BGD,1984,0
Bangladesh,BGD,1985,0
Bangladesh,BGD,1986,0
Bangladesh,BGD,1987,0
Bangladesh,BGD,1988,0
Bangladesh,BGD,1989,0
Bangladesh,BGD,1990,0
Bangladesh,BGD,1991,0
Bangladesh,BGD,1992,0
Bangladesh,BGD,1993,0
Bangladesh,BGD,1994,0
Bangladesh,BGD,1995,0
Bangladesh,BGD,1996,0
Bangladesh,BGD,1997,0
Bangladesh,BGD,1998,0
Bangladesh,BGD,1999,0
Bangladesh,BGD,2000,0
Bangladesh,BGD,2001,0
Bangladesh,BGD,2002,0.0022016221191734076
Bangladesh,BGD,2003,0.01937146671116352
Bangladesh,BGD,2004,0.03994718939065933
Bangladesh,BGD,2005,0.0699261873960495
Bangladesh,BGD,2006,0.10900500416755676
Bangladesh,BGD,2007,0.17835678160190582
Bangladesh,BGD,2008,0.29599130153656006
Bangladesh,BGD,2009,0.48036348819732666
Bangladesh,BGD,2010,0.8331878185272217
Bangladesh,BGD,2011,1.079266905784607
Bangladesh,BGD,2012,1.6505461931228638
Bangladesh,BGD,2013,2.311535120010376
Bangladesh,BGD,2014,2.9270219802856445
Bangladesh,BGD,2015,3.4191014766693115
Bangladesh,BGD,2016,3.7280426025390625
Bangladesh,BGD,2017,4.222471714019775
Bangladesh,BGD,2018,4.509665012359619
Bangladesh,BGD,2019,5.295396327972412
Bangladesh,BGD,2020,6.220711708068848
Bangladesh,BGD,2021,7.091291427612305
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1992,0
Belarus,BLR,1993,0
Belarus,BLR,1994,0
Belarus,BLR,1995,0
Belarus,BLR,1996,0
Belarus,BLR,1997,0
Belarus,BLR,1998,0
Belarus,BLR,1999,0
Belarus,BLR,2000,0
Belarus,BLR,2001,0
Belarus,BLR,2002,0
Belarus,BLR,2003,0
Belarus,BLR,2004,0
Belarus,BLR,2005,0
Belarus,BLR,2006,0
Belarus,BLR,2007,0
Belarus,BLR,2008,0
Belarus,BLR,2009,0
Belarus,BLR,2010,0
Belarus,BLR,2011,0
Belarus,BLR,2012,0
Belarus,BLR,2013,0.11555033922195435
Belarus,BLR,2014,0.5743017792701721
Belarus,BLR,2015,2.5690128803253174
Belarus,BLR,2016,7.368803977966309
Belarus,BLR,2017,25.063373565673828
Belarus,BLR,2018,33.0274543762207
Belarus,BLR,2019,49.91734313964844
Belarus,BLR,2020,47.248809814453125
Belarus,BLR,2021,78.98401641845703
Belgium,BEL,1965,0
Belgium,BEL,1966,0
Belgium,BEL,1967,0
Belgium,BEL,1968,0
Belgium,BEL,1969,0
Belgium,BEL,1970,0
Belgium,BEL,1971,0
Belgium,BEL,1972,0
Belgium,BEL,1973,0
Belgium,BEL,1974,0
Belgium,BEL,1975,0
Belgium,BEL,1976,0
Belgium,BEL,1977,0
Belgium,BEL,1978,0
Belgium,BEL,1979,0
Belgium,BEL,1980,0
Belgium,BEL,1981,0
Belgium,BEL,1982,0
Belgium,BEL,1983,0
Belgium,BEL,1984,0
Belgium,BEL,1985,0
Belgium,BEL,1986,0
Belgium,BEL,1987,0
Belgium,BEL,1988,0
Belgium,BEL,1989,0
Belgium,BEL,1990,0
Belgium,BEL,1991,0
Belgium,BEL,1992,0
Belgium,BEL,1993,0
Belgium,BEL,1994,0
Belgium,BEL,1995,0
Belgium,BEL,1996,0
Belgium,BEL,1997,0
Belgium,BEL,1998,0
Belgium,BEL,1999,0
Belgium,BEL,2000,0
Belgium,BEL,2001,0
Belgium,BEL,2002,0
Belgium,BEL,2003,0
Belgium,BEL,2004,0.27565422654151917
Belgium,BEL,2005,0.27127546072006226
Belgium,BEL,2006,0.5362260937690735
Belgium,BEL,2007,1.5865483283996582
Belgium,BEL,2008,10.949539184570312
Belgium,BEL,2009,42.688133239746094
Belgium,BEL,2010,142.09359741210938
Belgium,BEL,2011,292.8008117675781
Belgium,BEL,2012,531.3025512695312
Belgium,BEL,2013,646.0462036132812
Belgium,BEL,2014,696.8043212890625
Belgium,BEL,2015,729.144287109375
Belgium,BEL,2016,729.7813720703125
Belgium,BEL,2017,770.8587646484375
Belgium,BEL,2018,899.37646484375
Belgium,BEL,2019,971.209228515625
Belgium,BEL,2020,1156.9197998046875
Belgium,BEL,2021,1261.554931640625
Brazil,BRA,1965,0
Brazil,BRA,1966,0
Brazil,BRA,1967,0
Brazil,BRA,1968,0
Brazil,BRA,1969,0
Brazil,BRA,1970,0
Brazil,BRA,1971,0
Brazil,BRA,1972,0
Brazil,BRA,1973,0
Brazil,BRA,1974,0
Brazil,BRA,1975,0
Brazil,BRA,1976,0
Brazil,BRA,1977,0
Brazil,BRA,1978,0
Brazil,BRA,1979,0
Brazil,BRA,1980,0
Brazil,BRA,1981,0
Brazil,BRA,1982,0
Brazil,BRA,1983,0
Brazil,BRA,1984,0
Brazil,BRA,1985,0
Brazil,BRA,1986,0
Brazil,BRA,1987,0
Brazil,BRA,1988,0
Brazil,BRA,1989,0
Brazil,BRA,1990,0
Brazil,BRA,1991,0
Brazil,BRA,1992,0
Brazil,BRA,1993,0
Brazil,BRA,1994,0
Brazil,BRA,1995,0
Brazil,BRA,1996,0
Brazil,BRA,1997,0
Brazil,BRA,1998,0
Brazil,BRA,1999,0
Brazil,BRA,2000,0
Brazil,BRA,2001,0
Brazil,BRA,2002,0
Brazil,BRA,2003,0
Brazil,BRA,2004,0
Brazil,BRA,2005,0
Brazil,BRA,2006,0
Brazil,BRA,2007,0
Brazil,BRA,2008,0
Brazil,BRA,2009,0
Brazil,BRA,2010,0
Brazil,BRA,2011,0
Brazil,BRA,2012,0.013478586450219154
Brazil,BRA,2013,0.0649414137005806
Brazil,BRA,2014,0.21486692130565643
Brazil,BRA,2015,0.7759655714035034
Brazil,BRA,2016,1.1071131229400635
Brazil,BRA,2017,10.65128231048584
Brazil,BRA,2018,43.72006607055664
Brazil,BRA,2019,83.11455535888672
Brazil,BRA,2020,132.8017120361328
Brazil,BRA,2021,204.8441619873047
Bulgaria,BGR,1965,0
Bulgaria,BGR,1966,0
Bulgaria,BGR,1967,0
Bulgaria,BGR,1968,0
Bulgaria,BGR,1969,0
Bulgaria,BGR,1970,0
Bulgaria,BGR,1971,0
Bulgaria,BGR,1972,0
Bulgaria,BGR,1973,0
Bulgaria,BGR,1974,0
Bulgaria,BGR,1975,0
Bulgaria,BGR,1976,0
Bulgaria,BGR,1977,0
Bulgaria,BGR,1978,0
Bulgaria,BGR,1979,0
Bulgaria,BGR,1980,0
Bulgaria,BGR,1981,0
Bulgaria,BGR,1982,0
Bulgaria,BGR,1983,0
Bulgaria,BGR,1984,0
Bulgaria,BGR,1985,0
Bulgaria,BGR,1986,0
Bulgaria,BGR,1987,0
Bulgaria,BGR,1988,0
Bulgaria,BGR,1989,0
Bulgaria,BGR,1990,0
Bulgaria,BGR,1991,0
Bulgaria,BGR,1992,0
Bulgaria,BGR,1993,0
Bulgaria,BGR,1994,0
Bulgaria,BGR,1995,0
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0
Bulgaria,BGR,2005,0
Bulgaria,BGR,2006,0
Bulgaria,BGR,2007,0
Bulgaria,BGR,2008,0
Bulgaria,BGR,2009,1.122483253479004
Bulgaria,BGR,2010,5.607212066650391
Bulgaria,BGR,2011,37.76084518432617
Bulgaria,BGR,2012,304.3268737792969
Bulgaria,BGR,2013,508.8129577636719
Bulgaria,BGR,2014,468.11419677734375
Bulgaria,BGR,2015,517.2938232421875
Bulgaria,BGR,2016,518.7921142578125
Bulgaria,BGR,2017,525.6912841796875
Bulgaria,BGR,2018,503.8021545410156
Bulgaria,BGR,2019,543.1895141601562
Bulgaria,BGR,2020,559.7160034179688
Bulgaria,BGR,2021,565.162353515625
Canada,CAN,1965,0
Canada,CAN,1966,0
Canada,CAN,1967,0
Canada,CAN,1968,0
Canada,CAN,1969,0
Canada,CAN,1970,0
Canada,CAN,1971,0
Canada,CAN,1972,0
Canada,CAN,1973,0
Canada,CAN,1974,0
Canada,CAN,1975,0
Canada,CAN,1976,0
Canada,CAN,1977,0
Canada,CAN,1978,0
Canada,CAN,1979,0
Canada,CAN,1980,0
Canada,CAN,1981,0
Canada,CAN,1982,0
Canada,CAN,1983,0
Canada,CAN,1984,0
Canada,CAN,1985,0
Canada,CAN,1986,0
Canada,CAN,1987,0
Canada,CAN,1988,0
Canada,CAN,1989,0
Canada,CAN,1990,0
Canada,CAN,1991,0
Canada,CAN,1992,0.21553446352481842
Canada,CAN,1993,0.2130916565656662
Canada,CAN,1994,0.21078233420848846
Canada,CAN,1995,0.3895573616027832
Canada,CAN,1996,0.5921837687492371
Canada,CAN,1997,0.6911201477050781
Canada,CAN,1998,0.995304524898529
Canada,CAN,1999,1.2942454814910889
Canada,CAN,2000,1.5874310731887817
Canada,CAN,2001,1.8626539707183838
Canada,CAN,2002,2.128566265106201
Canada,CAN,2003,2.0989623069763184
Canada,CAN,2004,1.2918671369552612
Canada,CAN,2005,1.513418197631836
Canada,CAN,2006,1.836482286453247
Canada,CAN,2007,2.23250150680542
Canada,CAN,2008,2.9501774311065674
Canada,CAN,2009,9.020468711853027
Canada,CAN,2010,20.77204132080078
Canada,CAN,2011,45.66309356689453
Canada,CAN,2012,69.1573715209961
Canada,CAN,2013,115.74433135986328
Canada,CAN,2014,161.05252075195312
Canada,CAN,2015,216.39593505859375
Canada,CAN,2016,296.6961669921875
Canada,CAN,2017,258.9222412109375
Canada,CAN,2018,270.96063232421875
Canada,CAN,2019,287.4615173339844
Canada,CAN,2020,297.8521423339844
Canada,CAN,2021,354.80267333984375
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0
Chile,CHL,1972,0
Chile,CHL,1973,0
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,0
Chile,CHL,1987,0
Chile,CHL,1988,0
Chile,CHL,1989,0
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0
Chile,CHL,2002,0
Chile,CHL,2003,0
Chile,CHL,2004,0
Chile,CHL,2005,0
Chile,CHL,2006,0
Chile,CHL,2007,0
Chile,CHL,2008,0
Chile,CHL,2009,0
Chile,CHL,2010,0
Chile,CHL,2011,0
Chile,CHL,2012,0.05363873392343521
Chile,CHL,2013,1.048098087310791
Chile,CHL,2014,69.97581481933594
Chile,CHL,2015,203.83102416992188
Chile,CHL,2016,374.93133544921875
Chile,CHL,2017,561.343017578125
Chile,CHL,2018,723.0828857421875
Chile,CHL,2019,876.2764892578125
Chile,CHL,2020,1046.1688232421875
Chile,CHL,2021,1443.19384765625
China,CHN,1965,0
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.005027401726692915
China,CHN,1991,0.004959912970662117
China,CHN,1992,0.007343190256506205
China,CHN,1993,0.009708867408335209
China,CHN,1994,0.012014258652925491
China,CHN,1995,0.016676688566803932
China,CHN,1996,0.02126106061041355
China,CHN,1997,0.02577420510351658
China,CHN,1998,0.032545872032642365
China,CHN,1999,0.039226140826940536
China,CHN,2000,0.05040784925222397
China,CHN,2001,0.07010184228420258
China,CHN,2002,0.1071663573384285
China,CHN,2003,0.1411142349243164
China,CHN,2004,0.16552647948265076
China,CHN,2005,0.18074160814285278
China,CHN,2006,0.20196622610092163
China,CHN,2007,0.23948761820793152
China,CHN,2008,0.3155573904514313
China,CHN,2009,0.5724244713783264
China,CHN,2010,1.4214389324188232
China,CHN,2011,5.2307305335998535
China,CHN,2012,7.120263576507568
China,CHN,2013,16.396732330322266
China,CHN,2014,45.51542663574219
China,CHN,2015,75.5732650756836
China,CHN,2016,125.94879150390625
China,CHN,2017,220.6159210205078
China,CHN,2018,327.8323669433594
China,CHN,2019,411.8178405761719
China,CHN,2020,476.4209899902344
China,CHN,2021,592.4690551757812
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,0
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0.13668107986450195
Colombia,COL,2001,0.19458816945552826
Colombia,COL,2002,0.3323110044002533
Colombia,COL,2003,0.44796526432037354
Colombia,COL,2004,0.5446500182151794
Colombia,COL,2005,0.6402580738067627
Colombia,COL,2006,0
Colombia,COL,2007,0
Colombia,COL,2008,0
Colombia,COL,2009,0
Colombia,COL,2010,0
Colombia,COL,2011,0
Colombia,COL,2012,0
Colombia,COL,2013,0
Colombia,COL,2014,0
Colombia,COL,2015,0
Colombia,COL,2016,0
Colombia,COL,2017,0.27204248309135437
Colombia,COL,2018,0.6393060088157654
Colombia,COL,2019,6.915182113647461
Colombia,COL,2020,9.848028182983398
Colombia,COL,2021,16.196523666381836
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0
Croatia,HRV,2005,0
Croatia,HRV,2006,0
Croatia,HRV,2007,0
Croatia,HRV,2008,0
Croatia,HRV,2009,0.01062159426510334
Croatia,HRV,2010,0.010589558631181717
Croatia,HRV,2011,0.010562141425907612
Croatia,HRV,2012,1.2738336324691772
Croatia,HRV,2013,7.197513103485107
Croatia,HRV,2014,22.281267166137695
Croatia,HRV,2015,36.26364517211914
Croatia,HRV,2016,41.981651306152344
Croatia,HRV,2017,50.072025299072266
Croatia,HRV,2018,47.67699432373047
Croatia,HRV,2019,53.03471374511719
Croatia,HRV,2020,61.09480285644531
Croatia,HRV,2021,62.37309265136719
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
