Entity,Code,Year,Solar (% equivalent primary energy)
Asia,,2019,1.2206251621246338
Asia,,2020,1.470560073852539
Asia,,2021,1.714521884918213
Asia Pacific (BP),,1965,0
Asia Pacific (BP),,1966,0
Asia Pacific (BP),,1967,0
Asia Pacific (BP),,1968,0
Asia Pacific (BP),,1969,0
Asia Pacific (BP),,1970,0
Asia Pacific (BP),,1971,0
Asia Pacific (BP),,1972,0
Asia Pacific (BP),,1973,0
Asia Pacific (BP),,1974,0
Asia Pacific (BP),,1975,0
Asia Pacific (BP),,1976,0
Asia Pacific (BP),,1977,0
Asia Pacific (BP),,1978,0
Asia Pacific (BP),,1979,0
Asia Pacific (BP),,1980,0
Asia Pacific (BP),,1981,0
Asia Pacific (BP),,1982,0
Asia Pacific (BP),,1983,0
Asia Pacific (BP),,1984,0
Asia Pacific (BP),,1985,0
Asia Pacific (BP),,1986,0
Asia Pacific (BP),,1987,0
Asia Pacific (BP),,1988,0
Asia Pacific (BP),,1989,0
Asia Pacific (BP),,1990,0.000055915301345521584
Asia Pacific (BP),,1991,0.00012627767864614725
Asia Pacific (BP),,1992,0.0003524930798448622
Asia Pacific (BP),,1993,0.0005228619556874037
Asia Pacific (BP),,1994,0.0006144705694168806
Asia Pacific (BP),,1995,0.0007730689249001443
Asia Pacific (BP),,1996,0.0010254785884171724
Asia Pacific (BP),,1997,0.0014900825917720795
Asia Pacific (BP),,1998,0.0020602960139513016
Asia Pacific (BP),,1999,0.0028027475345879793
Asia Pacific (BP),,2000,0.004039795603603125
Asia Pacific (BP),,2001,0.00551788741722703
Asia Pacific (BP),,2002,0.007122960407286882
Asia Pacific (BP),,2003,0.008801314048469067
Asia Pacific (BP),,2004,0.010437654331326485
Asia Pacific (BP),,2005,0.012181614525616169
Asia Pacific (BP),,2006,0.014139536768198013
Asia Pacific (BP),,2007,0.015869421884417534
Asia Pacific (BP),,2008,0.018573762848973274
Asia Pacific (BP),,2009,0.023754749447107315
Asia Pacific (BP),,2010,0.03409764915704727
Asia Pacific (BP),,2011,0.05817059427499771
Asia Pacific (BP),,2012,0.08074572682380676
Asia Pacific (BP),,2013,0.14410746097564697
Asia Pacific (BP),,2014,0.2710024416446686
Asia Pacific (BP),,2015,0.40203192830085754
Asia Pacific (BP),,2016,0.5800181031227112
Asia Pacific (BP),,2017,0.8670854568481445
Asia Pacific (BP),,2018,1.1667351722717285
Asia Pacific (BP),,2019,1.4270390272140503
Asia Pacific (BP),,2020,1.7189496755599976
Asia Pacific (BP),,2021,2.0105531215667725
Australia,AUS,1965,0
Australia,AUS,1966,0
Australia,AUS,1967,0
Australia,AUS,1968,0
Australia,AUS,1969,0
Australia,AUS,1970,0
Australia,AUS,1971,0
Australia,AUS,1972,0
Australia,AUS,1973,0
Australia,AUS,1974,0
Australia,AUS,1975,0
Australia,AUS,1976,0
Australia,AUS,1977,0
Australia,AUS,1978,0
Australia,AUS,1979,0
Australia,AUS,1980,0
Australia,AUS,1981,0
Australia,AUS,1982,0
Australia,AUS,1983,0
Australia,AUS,1984,0
Australia,AUS,1985,0
Australia,AUS,1986,0
Australia,AUS,1987,0
Australia,AUS,1988,0
Australia,AUS,1989,0
Australia,AUS,1990,0
Australia,AUS,1991,0.0015713468892499804
Australia,AUS,1992,0.0034331073984503746
Australia,AUS,1993,0.0040572150610387325
Australia,AUS,1994,0.004654296208173037
Australia,AUS,1995,0.0054180314764380455
Australia,AUS,1996,0.006371225696057081
Australia,AUS,1997,0.007445375435054302
Australia,AUS,1998,0.008446305058896542
Australia,AUS,1999,0.009253798052668571
Australia,AUS,2000,0.010590934194624424
Australia,AUS,2001,0.012093879282474518
Australia,AUS,2002,0.012682592496275902
Australia,AUS,2003,0.013468503020703793
Australia,AUS,2004,0.014967942610383034
Australia,AUS,2005,0.01706455647945404
Australia,AUS,2006,0.018861830234527588
Australia,AUS,2007,0.021354997530579567
Australia,AUS,2008,0.025536879897117615
Australia,AUS,2009,0.05369582772254944
Australia,AUS,2010,0.1798429638147354
Australia,AUS,2011,0.36254581809043884
Australia,AUS,2012,0.4314473271369934
Australia,AUS,2013,0.675490140914917
Australia,AUS,2014,0.8583198189735413
Australia,AUS,2015,1.043060064315796
Australia,AUS,2016,1.2401740550994873
Australia,AUS,2017,1.4830127954483032
Australia,AUS,2018,2.0125694274902344
Australia,AUS,2019,2.8727211952209473
Australia,AUS,2020,3.929338216781616
Australia,AUS,2021,5.137179374694824
Austria,AUT,1965,0
Austria,AUT,1966,0
Austria,AUT,1967,0
Austria,AUT,1968,0
Austria,AUT,1969,0
Austria,AUT,1970,0
Austria,AUT,1971,0
Austria,AUT,1972,0
Austria,AUT,1973,0
Austria,AUT,1974,0
Austria,AUT,1975,0
Austria,AUT,1976,0
Austria,AUT,1977,0
Austria,AUT,1978,0
Austria,AUT,1979,0
Austria,AUT,1980,0
Austria,AUT,1981,0
Austria,AUT,1982,0
Austria,AUT,1983,0
Austria,AUT,1984,0
Austria,AUT,1985,0
Austria,AUT,1986,0
Austria,AUT,1987,0
Austria,AUT,1988,0
Austria,AUT,1989,0
Austria,AUT,1990,0
Austria,AUT,1991,0
Austria,AUT,1992,0
Austria,AUT,1993,0.000836193619761616
Austria,AUT,1994,0.0008413432515226305
Austria,AUT,1995,0.0008022336405701935
Austria,AUT,1996,0.0008012000471353531
Austria,AUT,1997,0.0015766482101753354
Austria,AUT,1998,0.0015517781721428037
Austria,AUT,1999,0.0015173522988334298
Austria,AUT,2000,0.002263810485601425
Austria,AUT,2001,0.003624951932579279
Austria,AUT,2002,0.006472248584032059
Austria,AUT,2003,0.010603667236864567
Austria,AUT,2004,0.012412874959409237
Austria,AUT,2005,0.014155442826449871
Austria,AUT,2006,0.015140214003622532
Austria,AUT,2007,0.016642987728118896
Austria,AUT,2008,0.020161615684628487
Austria,AUT,2009,0.033582109957933426
Austria,AUT,2010,0.058682046830654144
Austria,AUT,2011,0.12207817286252975
Austria,AUT,2012,0.22344940900802612
Austria,AUT,2013,0.4147901237010956
Austria,AUT,2014,0.5387929677963257
Austria,AUT,2015,0.6384205222129822
Austria,AUT,2016,0.7182205319404602
Austria,AUT,2017,0.8086372017860413
Austria,AUT,2018,0.9439970254898071
Austria,AUT,2019,1.0477523803710938
Austria,AUT,2020,1.3402594327926636
Austria,AUT,2021,1.3500032424926758
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1992,0
Azerbaijan,AZE,1993,0
Azerbaijan,AZE,1994,0
Azerbaijan,AZE,1995,0
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0
Azerbaijan,AZE,2002,0
Azerbaijan,AZE,2003,0
Azerbaijan,AZE,2004,0
Azerbaijan,AZE,2005,0
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0
Azerbaijan,AZE,2008,0
Azerbaijan,AZE,2009,0
Azerbaijan,AZE,2010,0
Azerbaijan,AZE,2011,0
Azerbaijan,AZE,2012,0
Azerbaijan,AZE,2013,0.0014178019482642412
Azerbaijan,AZE,2014,0.005017529241740704
Azerbaijan,AZE,2015,0.007231096271425486
Azerbaijan,AZE,2016,0.055674709379673004
Azerbaijan,AZE,2017,0.05946667492389679
Azerbaijan,AZE,2018,0.060636796057224274
Azerbaijan,AZE,2019,0.0644928514957428
Azerbaijan,AZE,2020,0.06958649307489395
Azerbaijan,AZE,2021,0.0788230299949646
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0
Bangladesh,BGD,1974,0
Bangladesh,BGD,1975,0
Bangladesh,BGD,1976,0
Bangladesh,BGD,1977,0
Bangladesh,BGD,1978,0
Bangladesh,BGD,1979,0
Bangladesh,BGD,1980,0
Bangladesh,BGD,1981,0
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0
Bangladesh,BGD,1984,0
Bangladesh,BGD,1985,0
Bangladesh,BGD,1986,0
Bangladesh,BGD,1987,0
Bangladesh,BGD,1988,0
Bangladesh,BGD,1989,0
Bangladesh,BGD,1990,0
Bangladesh,BGD,1991,0
Bangladesh,BGD,1992,0
Bangladesh,BGD,1993,0
Bangladesh,BGD,1994,0
Bangladesh,BGD,1995,0
Bangladesh,BGD,1996,0
Bangladesh,BGD,1997,0
Bangladesh,BGD,1998,0
Bangladesh,BGD,1999,0
Bangladesh,BGD,2000,0
Bangladesh,BGD,2001,0
Bangladesh,BGD,2002,0.000181710856850259
Bangladesh,BGD,2003,0.0015348764136433601
Bangladesh,BGD,2004,0.0031098444014787674
Bangladesh,BGD,2005,0.005123462062329054
Bangladesh,BGD,2006,0.0074716610834002495
Bangladesh,BGD,2007,0.012092078104615211
Bangladesh,BGD,2008,0.019183535128831863
Bangladesh,BGD,2009,0.028650078922510147
Bangladesh,BGD,2010,0.04907705634832382
Bangladesh,BGD,2011,0.05917130783200264
Bangladesh,BGD,2012,0.08551354706287384
Bangladesh,BGD,2013,0.11757771670818329
Bangladesh,BGD,2014,0.1446874439716339
Bangladesh,BGD,2015,0.1469620019197464
Bangladesh,BGD,2016,0.1593189835548401
Bangladesh,BGD,2017,0.17552204430103302
Bangladesh,BGD,2018,0.1788579821586609
Bangladesh,BGD,2019,0.19076940417289734
Bangladesh,BGD,2020,0.23347097635269165
Bangladesh,BGD,2021,0.25673142075538635
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1992,0
Belarus,BLR,1993,0
Belarus,BLR,1994,0
Belarus,BLR,1995,0
Belarus,BLR,1996,0
Belarus,BLR,1997,0
Belarus,BLR,1998,0
Belarus,BLR,1999,0
Belarus,BLR,2000,0
Belarus,BLR,2001,0
Belarus,BLR,2002,0
Belarus,BLR,2003,0
Belarus,BLR,2004,0
Belarus,BLR,2005,0
Belarus,BLR,2006,0
Belarus,BLR,2007,0
Belarus,BLR,2008,0
Belarus,BLR,2009,0
Belarus,BLR,2010,0
Belarus,BLR,2011,0
Belarus,BLR,2012,0
Belarus,BLR,2013,0.0003693370090331882
Belarus,BLR,2014,0.0018365067662671208
Belarus,BLR,2015,0.009081369265913963
Belarus,BLR,2016,0.025510398671030998
Belarus,BLR,2017,0.08523977547883987
Belarus,BLR,2018,0.10160880535840988
Belarus,BLR,2019,0.15278460085391998
Belarus,BLR,2020,0.1556820124387741
Belarus,BLR,2021,0.24279412627220154
Belgium,BEL,1965,0
Belgium,BEL,1966,0
Belgium,BEL,1967,0
Belgium,BEL,1968,0
Belgium,BEL,1969,0
Belgium,BEL,1970,0
Belgium,BEL,1971,0
Belgium,BEL,1972,0
Belgium,BEL,1973,0
Belgium,BEL,1974,0
Belgium,BEL,1975,0
Belgium,BEL,1976,0
Belgium,BEL,1977,0
Belgium,BEL,1978,0
Belgium,BEL,1979,0
Belgium,BEL,1980,0
Belgium,BEL,1981,0
Belgium,BEL,1982,0
Belgium,BEL,1983,0
Belgium,BEL,1984,0
Belgium,BEL,1985,0
Belgium,BEL,1986,0
Belgium,BEL,1987,0
Belgium,BEL,1988,0
Belgium,BEL,1989,0
Belgium,BEL,1990,0
Belgium,BEL,1991,0
Belgium,BEL,1992,0
Belgium,BEL,1993,0
Belgium,BEL,1994,0
Belgium,BEL,1995,0
Belgium,BEL,1996,0
Belgium,BEL,1997,0
Belgium,BEL,1998,0
Belgium,BEL,1999,0
Belgium,BEL,2000,0
Belgium,BEL,2001,0
Belgium,BEL,2002,0
Belgium,BEL,2003,0
Belgium,BEL,2004,0.0003778202226385474
Belgium,BEL,2005,0.00037839487777091563
Belgium,BEL,2006,0.0007510071154683828
Belgium,BEL,2007,0.0022230399772524834
Belgium,BEL,2008,0.015214300714433193
Belgium,BEL,2009,0.06390178203582764
Belgium,BEL,2010,0.20101435482501984
Belgium,BEL,2011,0.44627004861831665
Belgium,BEL,2012,0.8500621914863586
Belgium,BEL,2013,1.0120784044265747
Belgium,BEL,2014,1.1813771724700928
Belgium,BEL,2015,1.226755142211914
Belgium,BEL,2016,1.1454144716262817
Belgium,BEL,2017,1.203337550163269
Belgium,BEL,2018,1.422491192817688
Belgium,BEL,2019,1.495686411857605
Belgium,BEL,2020,1.9815282821655273
Belgium,BEL,2021,1.9378927946090698
Brazil,BRA,1965,0
Brazil,BRA,1966,0
Brazil,BRA,1967,0
Brazil,BRA,1968,0
Brazil,BRA,1969,0
Brazil,BRA,1970,0
Brazil,BRA,1971,0
Brazil,BRA,1972,0
Brazil,BRA,1973,0
Brazil,BRA,1974,0
Brazil,BRA,1975,0
Brazil,BRA,1976,0
Brazil,BRA,1977,0
Brazil,BRA,1978,0
Brazil,BRA,1979,0
Brazil,BRA,1980,0
Brazil,BRA,1981,0
Brazil,BRA,1982,0
Brazil,BRA,1983,0
Brazil,BRA,1984,0
Brazil,BRA,1985,0
Brazil,BRA,1986,0
Brazil,BRA,1987,0
Brazil,BRA,1988,0
Brazil,BRA,1989,0
Brazil,BRA,1990,0
Brazil,BRA,1991,0
Brazil,BRA,1992,0
Brazil,BRA,1993,0
Brazil,BRA,1994,0
Brazil,BRA,1995,0
Brazil,BRA,1996,0
Brazil,BRA,1997,0
Brazil,BRA,1998,0
Brazil,BRA,1999,0
Brazil,BRA,2000,0
Brazil,BRA,2001,0
Brazil,BRA,2002,0
Brazil,BRA,2003,0
Brazil,BRA,2004,0
Brazil,BRA,2005,0
Brazil,BRA,2006,0
Brazil,BRA,2007,0
Brazil,BRA,2008,0
Brazil,BRA,2009,0
Brazil,BRA,2010,0
Brazil,BRA,2011,0
Brazil,BRA,2012,0.00008043948037084192
Brazil,BRA,2013,0.00037790340138599277
Brazil,BRA,2014,0.0012321046087890863
Brazil,BRA,2015,0.0046073803678154945
Brazil,BRA,2016,0.006778562907129526
Brazil,BRA,2017,0.06503354758024216
Brazil,BRA,2018,0.26798301935195923
Brazil,BRA,2019,0.5029591917991638
Brazil,BRA,2020,0.8467833399772644
Brazil,BRA,2021,1.2558650970458984
Bulgaria,BGR,1965,0
Bulgaria,BGR,1966,0
Bulgaria,BGR,1967,0
Bulgaria,BGR,1968,0
Bulgaria,BGR,1969,0
Bulgaria,BGR,1970,0
Bulgaria,BGR,1971,0
Bulgaria,BGR,1972,0
Bulgaria,BGR,1973,0
Bulgaria,BGR,1974,0
Bulgaria,BGR,1975,0
Bulgaria,BGR,1976,0
Bulgaria,BGR,1977,0
Bulgaria,BGR,1978,0
Bulgaria,BGR,1979,0
Bulgaria,BGR,1980,0
Bulgaria,BGR,1981,0
Bulgaria,BGR,1982,0
Bulgaria,BGR,1983,0
Bulgaria,BGR,1984,0
Bulgaria,BGR,1985,0
Bulgaria,BGR,1986,0
Bulgaria,BGR,1987,0
Bulgaria,BGR,1988,0
Bulgaria,BGR,1989,0
Bulgaria,BGR,1990,0
Bulgaria,BGR,1991,0
Bulgaria,BGR,1992,0
Bulgaria,BGR,1993,0
Bulgaria,BGR,1994,0
Bulgaria,BGR,1995,0
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0
Bulgaria,BGR,2005,0
Bulgaria,BGR,2006,0
Bulgaria,BGR,2007,0
Bulgaria,BGR,2008,0
Bulgaria,BGR,2009,0.004141108598560095
Bulgaria,BGR,2010,0.019719703122973442
Bulgaria,BGR,2011,0.12420674413442612
Bulgaria,BGR,2012,1.0476429462432861
Bulgaria,BGR,2013,1.8796792030334473
Bulgaria,BGR,2014,1.6093578338623047
Bulgaria,BGR,2015,1.6620324850082397
Bulgaria,BGR,2016,1.7482562065124512
Bulgaria,BGR,2017,1.721396803855896
Bulgaria,BGR,2018,1.632454752922058
Bulgaria,BGR,2019,1.8095771074295044
Bulgaria,BGR,2020,2.0062544345855713
Bulgaria,BGR,2021,1.791106939315796
CIS (BP),,1965,0
CIS (BP),,1990,0
CIS (BP),,1991,0
CIS (BP),,1992,0
CIS (BP),,1993,0
CIS (BP),,1994,0
CIS (BP),,1995,0
CIS (BP),,1996,0
CIS (BP),,1997,0
CIS (BP),,1998,0
CIS (BP),,1999,0
CIS (BP),,2000,0
CIS (BP),,2001,0
CIS (BP),,2002,0
CIS (BP),,2003,0
CIS (BP),,2004,0
CIS (BP),,2005,0
CIS (BP),,2006,0
CIS (BP),,2007,0
CIS (BP),,2008,0
CIS (BP),,2009,2.177367548483744e-7
CIS (BP),,2010,0.000006777166618121555
CIS (BP),,2011,0.00004898779297946021
CIS (BP),,2012,0.0001677896361798048
CIS (BP),,2013,0.000503671180922538
CIS (BP),,2014,0.004679958801716566
CIS (BP),,2015,0.010950378142297268
CIS (BP),,2016,0.016681671142578125
CIS (BP),,2017,0.020144468173384666
CIS (BP),,2018,0.023200614377856255
CIS (BP),,2019,0.04100371152162552
CIS (BP),,2020,0.08577152341604233
CIS (BP),,2021,0.09588506817817688
Canada,CAN,1965,0
Canada,CAN,1966,0
Canada,CAN,1967,0
Canada,CAN,1968,0
Canada,CAN,1969,0
Canada,CAN,1970,0
Canada,CAN,1971,0
Canada,CAN,1972,0
Canada,CAN,1973,0
Canada,CAN,1974,0
Canada,CAN,1975,0
Canada,CAN,1976,0
Canada,CAN,1977,0
Canada,CAN,1978,0
Canada,CAN,1979,0
Canada,CAN,1980,0
Canada,CAN,1981,0
Canada,CAN,1982,0
Canada,CAN,1983,0
Canada,CAN,1984,0
Canada,CAN,1985,0
Canada,CAN,1986,0
Canada,CAN,1987,0
Canada,CAN,1988,0
Canada,CAN,1989,0
Canada,CAN,1990,0
Canada,CAN,1991,0
Canada,CAN,1992,0.00019612739561125636
Canada,CAN,1993,0.00019129939028061926
Canada,CAN,1994,0.0001842788769863546
Canada,CAN,1995,0.00033593998523429036
Canada,CAN,1996,0.0005021376418881118
Canada,CAN,1997,0.0005887743318453431
Canada,CAN,1998,0.000868341769091785
Canada,CAN,1999,0.0011044745333492756
Canada,CAN,2000,0.0013312428491190076
Canada,CAN,2001,0.0016102270456030965
Canada,CAN,2002,0.0017968574538826942
Canada,CAN,2003,0.001780971302650869
Canada,CAN,2004,0.0010907815303653479
Canada,CAN,2005,0.0012832790380343795
Canada,CAN,2006,0.00158405932597816
Canada,CAN,2007,0.0018773942720144987
Canada,CAN,2008,0.0025417853612452745
Canada,CAN,2009,0.008187654428184032
Canada,CAN,2010,0.018889913335442543
Canada,CAN,2011,0.04047137871384621
Canada,CAN,2012,0.0617760568857193
Canada,CAN,2013,0.10202179104089737
Canada,CAN,2014,0.14306040108203888
Canada,CAN,2015,0.19292668998241425
Canada,CAN,2016,0.27086320519447327
Canada,CAN,2017,0.23483359813690186
Canada,CAN,2018,0.24597689509391785
Canada,CAN,2019,0.2646218538284302
Canada,CAN,2020,0.2927825152873993
Canada,CAN,2021,0.34890350699424744
Central America (BP),,1971,0
Central America (BP),,1972,0
Central America (BP),,1973,0
Central America (BP),,1974,0
Central America (BP),,1975,0
Central America (BP),,1976,0
Central America (BP),,1977,0
Central America (BP),,1978,0
Central America (BP),,1979,0
Central America (BP),,1980,0
Central America (BP),,1981,0
Central America (BP),,1982,0
Central America (BP),,1983,0
Central America (BP),,1984,0
Central America (BP),,1985,0
Central America (BP),,1986,0
Central America (BP),,1987,0
Central America (BP),,1988,0
Central America (BP),,1989,0
Central America (BP),,1990,0
Central America (BP),,1991,0
Central America (BP),,1992,0
Central America (BP),,1993,0
Central America (BP),,1994,0
