Entity,Code,Year,Wind Generation - TWh,Solar Generation - TWh,Geo Biomass Other - TWh,Hydro Generation - TWh
Africa,,2002,0.44358402490615845,0.016799714416265488,2.286400079727173,85.0264663696289
Africa,,2003,0.5355989933013916,0.020059294998645782,2.6224000453948975,82.57460021972656
Africa,,2004,0.7682805061340332,0.024566879495978355,2.9788496494293213,87.21947479248047
Africa,,2005,0.7803820967674255,0.0293834637850523,3.009669303894043,88.83773803710938
Africa,,2006,0.852565586566925,0.037912048399448395,3.770404815673828,92.04934692382812
Africa,,2007,1.0162233114242554,0.05047936365008354,3.1420483589172363,95.19856262207031
Africa,,2008,1.31177818775177,0.0726538896560669,3.2673957347869873,96.96720886230469
Africa,,2009,1.5892308950424194,0.0958215519785881,3.5627222061157227,99.56114196777344
Africa,,2010,2.2845823764801025,0.21605174243450165,3.7645530700683594,107.69847869873047
Africa,,2011,2.3865039348602295,0.6020892858505249,3.8587684631347656,110.7505111694336
Africa,,2012,2.5156302452087402,0.9926591515541077,4.0424065589904785,111.2269287109375
Africa,,2013,3.593447208404541,0.787520170211792,4.433248996734619,117.65245056152344
Africa,,2014,5.060072898864746,1.904150128364563,5.462047100067139,124.08204650878906
Africa,,2015,8.910686492919922,3.258606433868408,7.169681549072266,120.41480255126953
Africa,,2016,11.176370620727539,5.384091377258301,7.231852054595947,117.42635345458984
Africa,,2017,12.457453727722168,7.773414611816406,7.626035690307617,126.34168243408203
Africa,,2018,14.769322395324707,10.053543090820312,8.172670364379883,134.60006713867188
Africa,,2019,19.331632614135742,12.894289016723633,8.26296615600586,139.41761779785156
Africa,,2020,21.30289649963379,16.058805465698242,8.066415786743164,146.37307739257812
Africa,,2021,24.415969848632812,16.515235900878906,8.02631664276123,153.418701171875
Africa (BP),,1965,0,,,13.905634880065918
Africa (BP),,1966,0,,,15.510004043579102
Africa (BP),,1967,0,,,16.190635681152344
Africa (BP),,1968,0,,,18.93834114074707
Africa (BP),,1969,0,,,22.100889205932617
Africa (BP),,1970,0,,,27.630430221557617
Africa (BP),,1971,0,0,0.164000004529953,26.013391494750977
Africa (BP),,1972,0,0,0.16500000655651093,29.633195877075195
Africa (BP),,1973,0,0,0.17000000178813934,31.345706939697266
Africa (BP),,1974,0,0,0.17499999701976776,35.667076110839844
Africa (BP),,1975,0,0,0.1720000058412552,37.71797180175781
Africa (BP),,1976,0,0,0.1850000023841858,41.79763412475586
Africa (BP),,1977,0,0,0.1889999955892563,45.928768157958984
Africa (BP),,1978,0,0,0.19499999284744263,46.30693817138672
Africa (BP),,1979,0,0,0.20100000500679016,49.56523132324219
Africa (BP),,1980,0,0,0.2070000022649765,48.31178283691406
Africa (BP),,1981,0,0,0.21799999475479126,50.19290542602539
Africa (BP),,1982,0,0,0.23600000143051147,50.20623779296875
Africa (BP),,1983,0,0,0.23000000417232513,45.247161865234375
Africa (BP),,1984,0,0,0.23399999737739563,44.48997497558594
Africa (BP),,1985,0,0,0.26899999380111694,49.449684143066406
Africa (BP),,1986,0,0,0.6589999794960022,51.1453742980957
Africa (BP),,1987,0,0,0.6579999923706055,49.056461334228516
Africa (BP),,1988,0,0,0.6259999871253967,53.59345626831055
Africa (BP),,1989,0,0,0.6169999837875366,56.276214599609375
Africa (BP),,1990,0,0,0.7960000038146973,57.25465774536133
Africa (BP),,1991,0,0,0.8119999766349792,60.6514892578125
Africa (BP),,1992,0,0,0.8422499895095825,57.86029052734375
Africa (BP),,1993,0.0020000000949949026,0,0.9376999735832214,56.6825065612793
Africa (BP),,1994,0.005400000140070915,0,0.8349999785423279,57.59605026245117
Africa (BP),,1995,0.006300000008195639,0,1.0187000036239624,59.76887512207031
Africa (BP),,1996,0.0071000000461936,0,1.2580931186676025,62.31645965576172
Africa (BP),,1997,0.007199999876320362,0,1.3866404294967651,63.85249710083008
Africa (BP),,1998,0.007600000128149986,0,1.7125493288040161,66.6548843383789
Africa (BP),,1999,0.01979999989271164,0,1.696124792098999,70.68425750732422
Africa (BP),,2000,0.17550000548362732,0.011940999887883663,2.2690632343292236,75.25581359863281
Africa (BP),,2001,0.41558000445365906,0.014960000291466713,2.335352659225464,80.8691177368164
Africa (BP),,2002,0.44358399510383606,0.01679971255362034,2.286400079727173,85.0264663696289
Africa (BP),,2003,0.5355989933013916,0.02005929686129093,2.6224000453948975,82.57460021972656
Africa (BP),,2004,0.7682805061340332,0.024566879495978355,2.9788496494293213,87.21946716308594
Africa (BP),,2005,0.7803820967674255,0.0293834637850523,3.009669303894043,88.83773040771484
Africa (BP),,2006,0.852565586566925,0.037912048399448395,3.770404815673828,92.04935455322266
Africa (BP),,2007,1.0162233114242554,0.05047936365008354,3.1420483589172363,95.19856262207031
Africa (BP),,2008,1.31177818775177,0.0726538896560669,3.2673957347869873,96.96720886230469
Africa (BP),,2009,1.5892308950424194,0.0958215594291687,3.5627222061157227,99.5611343383789
Africa (BP),,2010,2.2845823764801025,0.21605175733566284,3.7645530700683594,107.698486328125
Africa (BP),,2011,2.3865039348602295,0.6020892858505249,3.8587687015533447,110.7505111694336
Africa (BP),,2012,2.5156302452087402,0.9926591515541077,4.042407035827637,111.2269287109375
Africa (BP),,2013,3.593447208404541,0.787520170211792,4.433248996734619,117.65245056152344
Africa (BP),,2014,5.060072898864746,1.904150128364563,5.462047100067139,124.08204650878906
Africa (BP),,2015,8.910686492919922,3.258606433868408,7.169681549072266,120.41480255126953
Africa (BP),,2016,11.176370620727539,5.384091377258301,7.231852054595947,117.42635345458984
Africa (BP),,2017,12.457453727722168,7.773414611816406,7.626035690307617,126.34168243408203
Africa (BP),,2018,14.769322395324707,10.053543090820312,8.172670364379883,134.60008239746094
Africa (BP),,2019,19.331632614135742,12.894289016723633,8.26296615600586,139.4176025390625
Africa (BP),,2020,21.302898406982422,16.058805465698242,8.066415786743164,146.37307739257812
Africa (BP),,2021,24.415969848632812,16.515235900878906,8.026317596435547,153.41868591308594
Algeria,DZA,1965,0,0,0,0.4000000059604645
Algeria,DZA,1966,0,0,0,0.35499998927116394
Algeria,DZA,1967,0,0,0,0.4099999964237213
Algeria,DZA,1968,0,0,0,0.5630000233650208
Algeria,DZA,1969,0,0,0,0.3610000014305115
Algeria,DZA,1970,0,0,0,0.5799999833106995
Algeria,DZA,1971,0,0,0,0.33000001311302185
Algeria,DZA,1972,0,0,0,0.4950000047683716
Algeria,DZA,1973,0,0,0,0.7519999742507935
Algeria,DZA,1974,0,0,0,0.4970000088214874
Algeria,DZA,1975,0,0,0,0.328000009059906
Algeria,DZA,1976,0,0,0,0.3889999985694885
Algeria,DZA,1977,0,0,0,0.26899999380111694
Algeria,DZA,1978,0,0,0,0.25
Algeria,DZA,1979,0,0,0,0.29100000858306885
Algeria,DZA,1980,0,0,0,0.25699999928474426
Algeria,DZA,1981,0,0,0,0.3659999966621399
Algeria,DZA,1982,0,0,0,0.4790000021457672
Algeria,DZA,1983,0,0,0,0.23499999940395355
Algeria,DZA,1984,0,0,0,0.4519999921321869
Algeria,DZA,1985,0,0,0,0.6460000276565552
Algeria,DZA,1986,0,0,0,0.25
Algeria,DZA,1987,0,0,0,0.49900001287460327
Algeria,DZA,1988,0,0,0,0.18299999833106995
Algeria,DZA,1989,0,0,0,0.22599999606609344
Algeria,DZA,1990,0,0,0,0.13500000536441803
Algeria,DZA,1991,0,0,0,0.2930000126361847
Algeria,DZA,1992,0,0,0,0.19900000095367432
Algeria,DZA,1993,0,0,0,0.3529999852180481
Algeria,DZA,1994,0,0,0,0.16599999368190765
Algeria,DZA,1995,0,0,0,0.19300000369548798
Algeria,DZA,1996,0,0,0,0.13500000536441803
Algeria,DZA,1997,0,0,0,0.07500000298023224
Algeria,DZA,1998,0,0,0,0.2150000035762787
Algeria,DZA,1999,0,0,0,0.2029999941587448
Algeria,DZA,2000,0,0,0,0.05400000140070915
Algeria,DZA,2001,0,0,0,0.0689999982714653
Algeria,DZA,2002,0,0,0,0.05700000002980232
Algeria,DZA,2003,0,0,0,0.26499998569488525
Algeria,DZA,2004,0,0,0,0.25099998712539673
Algeria,DZA,2005,0,0,0,0.5552999973297119
Algeria,DZA,2006,0,0,0,0.2176000028848648
Algeria,DZA,2007,0,0,0,0.22599999606609344
Algeria,DZA,2008,0,0,0,0.28299999237060547
Algeria,DZA,2009,0,0,0,0.34200000762939453
Algeria,DZA,2010,0,0.009100000374019146,0,0.17299999296665192
Algeria,DZA,2011,0,0.01811875030398369,0,0.3779999911785126
Algeria,DZA,2012,0,0.026723014190793037,0,0.3889999985694885
Algeria,DZA,2013,0,0.028599999845027924,0,0.0989999994635582
Algeria,DZA,2014,0.0010000000474974513,0.05999999865889549,0,0.19300000369548798
Algeria,DZA,2015,0.01899999938905239,0.057999998331069946,0,0.14499999582767487
Algeria,DZA,2016,0.01905205473303795,0.24500000476837158,0,0.07199999690055847
Algeria,DZA,2017,0.01899999938905239,0.5040000081062317,0,0.0560000017285347
Algeria,DZA,2018,0.009999999776482582,0.6029999852180481,0,0.11699999868869781
Algeria,DZA,2019,0.009999999776482582,0.6150000095367432,0,0.15199999511241913
Algeria,DZA,2020,0.007699999958276749,0.6850000023841858,0,0.04960000142455101
Algeria,DZA,2021,0.010499999858438969,0.6639999747276306,0,0.00930000003427267
Argentina,ARG,1965,0,0,0,1.22511625289917
Argentina,ARG,1966,0,0,0,1.240930199623108
Argentina,ARG,1967,0,0,0,1.2706977128982544
Argentina,ARG,1968,0,0,0,1.4976744651794434
Argentina,ARG,1969,0,0,0,1.3432557582855225
Argentina,ARG,1970,0,0,0.056241851300001144,1.5571272373199463
Argentina,ARG,1971,0,0,0.05899073928594589,1.5461483001708984
Argentina,ARG,1972,0,0,0.07602739334106445,1.5026463270187378
Argentina,ARG,1973,0,0,0.059970248490571976,2.997429609298706
Argentina,ARG,1974,0,0,0.06100323051214218,4.994662761688232
Argentina,ARG,1975,0,0,0.06399032473564148,5.194774627685547
Argentina,ARG,1976,0,0,0.06096254661679268,5.014902114868164
Argentina,ARG,1977,0,0,0.06400306522846222,5.766780376434326
Argentina,ARG,1978,0,0,0.06397280842065811,7.746618270874023
Argentina,ARG,1979,0,0,0.09498375654220581,10.656912803649902
Argentina,ARG,1980,0,0,0.09901762753725052,15.140880584716797
Argentina,ARG,1981,0,0,0.08701801300048828,14.684794425964355
Argentina,ARG,1982,0,0,0.11497340351343155,17.592195510864258
Argentina,ARG,1983,0,0,0.15497560799121857,18.41851043701172
Argentina,ARG,1984,0,0,0.11498845368623734,19.877866744995117
Argentina,ARG,1985,0,0,0.12000641226768494,20.65312385559082
Argentina,ARG,1986,0,0,0.1239902451634407,21.03024673461914
Argentina,ARG,1987,0,0,0.10598628968000412,21.912517547607422
Argentina,ARG,1988,0,0,0.12296129018068314,15.259143829345703
Argentina,ARG,1989,0,0,0.10600154846906662,13.187393188476562
Argentina,ARG,1990,0,0,0.13302181661128998,17.71317481994629
Argentina,ARG,1991,0,0,0.1310081034898758,15.869253158569336
Argentina,ARG,1992,0,0,0.12998592853546143,19.165090560913086
Argentina,ARG,1993,0,0,0.09599508345127106,23.768306732177734
Argentina,ARG,1994,0,0,0.09900439530611038,27.28667640686035
Argentina,ARG,1995,0,0,0.1190161257982254,26.503681182861328
Argentina,ARG,1996,0.009618000127375126,0,0.22302064299583435,22.4716854095459
Argentina,ARG,1997,0.014592000283300877,0,0.17875851690769196,27.924665451049805
Argentina,ARG,1998,0.032540999352931976,0.00001700000029813964,0.20689325034618378,26.47550392150879
Argentina,ARG,1999,0.03478100150823593,0.000025999999706982635,0.2619999647140503,21.396791458129883
Argentina,ARG,2000,0.03475800156593323,0.00003600000127335079,0.3860282897949219,28.575241088867188
Argentina,ARG,2001,0.04936100170016289,0.000043000000005122274,0.36299824714660645,36.58017349243164
Argentina,ARG,2002,0.07340499758720398,0.0000470000013592653,0.5299801826477051,35.77883529663086
Argentina,ARG,2003,0.07795400172472,0.00006500000017695129,0.8805985450744629,33.800575256347656
Argentina,ARG,2004,0.07244600355625153,0.00007000000186963007,0.8675123453140259,30.46240234375
Argentina,ARG,2005,0.07171966135501862,0.00008099999831756577,0.9164997935295105,34.21613693237305
Argentina,ARG,2006,0.06964000314474106,0.00009000000136438757,1.046308994293213,38.01521301269531
Argentina,ARG,2007,0.06159299984574318,0.00010889999975915998,1.070851445198059,31.220149993896484
Argentina,ARG,2008,0.04195107892155647,0.00014370000280905515,1.2059800624847412,31.199695587158203
Argentina,ARG,2009,0.03683152794837952,0.00007608399755554274,1.1889357566833496,34.618186950683594
Argentina,ARG,2010,0.02535160630941391,0.00008589000208303332,1.4423598051071167,33.35990905761719
Argentina,ARG,2011,0.02659055031836033,0.0016139999497681856,1.4191313982009888,31.18692970275879
Argentina,ARG,2012,0.36986199021339417,0.008172966539859772,1.4845529794692993,29.164400100708008
Argentina,ARG,2013,0.4533548653125763,0.015074078924953938,1.606663465499878,32.77137756347656
Argentina,ARG,2014,0.6194909811019897,0.015944000333547592,1.4828590154647827,32.41669464111328
Argentina,ARG,2015,0.593334972858429,0.014682999812066555,1.5173510313034058,32.33747100830078
Argentina,ARG,2016,0.5473589897155762,0.014272999949753284,1.1388094425201416,29.752788543701172
Argentina,ARG,2017,0.6115670204162598,0.0164170004427433,1.3890371322631836,31.594284057617188
Argentina,ARG,2018,1.4127429723739624,0.10813000053167343,1.5898329019546509,32.27866744995117
Argentina,ARG,2019,4.99596643447876,0.7996979355812073,1.649902105331421,27.50450325012207
Argentina,ARG,2020,9.410638809204102,1.344357967376709,2.2646989822387695,23.6693115234375
Argentina,ARG,2021,12.93755054473877,2.195563316345215,2.1038966178894043,19.597536087036133
Asia,,1965,0,0,0.10000000149011612,142.90586853027344
Asia,,1966,0,0,0.12200000137090683,149.04556274414062
Asia,,1967,0,0,0.17299999296665192,139.25070190429688
Asia,,1968,0,0,0.17900000512599945,154.78128051757812
Asia,,1969,0,0,0.17800000309944153,160.68423461914062
Asia,,1970,0,0,0.4087039828300476,164.48133850097656
Asia,,1971,0,0,0.39761102199554443,179.92074584960938
Asia,,1972,0,0,0.4235910177230835,186.0714569091797
Asia,,1973,0,0,0.4509980082511902,172.98292541503906
Asia,,1974,0,0,0.5145469903945923,197.01353454589844
Asia,,1975,0,0,0.5985069870948792,212.2368621826172
Asia,,1976,0,0,0.5285530090332031,218.30035400390625
Asia,,1977,0,0,0.7527740001678467,214.44467163085938
Asia,,1978,0,0,0.9676439762115479,225.8585205078125
Asia,,1979,0,0,1.8816720247268677,244.19711303710938
Asia,,1980,0,0,3.272289991378784,261.6468811035156
Asia,,1981,0,0,5.158716678619385,279.0140075683594
Asia,,1982,0,0,13.786909103393555,276.3653869628906
Asia,,1983,0,0,15.969758033752441,289.02978515625
Asia,,1984,0,0,17.50414276123047,289.70355224609375
Asia,,1985,0,0,18.650615692138672,343.2253112792969
Asia,,1986,0,0,19.509790420532227,345.8376159667969
Asia,,1987,0,0,19.83908462524414,358.3118591308594
Asia,,1988,0,0,21.39615821838379,411.71380615234375
Asia,,1989,0,0,23.113252639770508,421.20538330078125
Asia,,1990,0.03332323208451271,0.004000000189989805,18.881406784057617,444.12060546875
Asia,,1991,0.12300091236829758,0.004000000189989805,19.272645950317383,449.0151062011719
Asia,,1992,0.22078312933444977,0.01549999974668026,19.529098510742188,452.2750549316406
Asia,,1993,0.309850811958313,0.02850000187754631,19.343425750732422,502.6756591796875
Asia,,1994,0.5780779719352722,0.035999998450279236,22.939119338989258,498.831787109375
Asia,,1995,1.1145912408828735,0.04951010271906853,27.571014404296875,538.5022583007812
Asia,,1996,0.976878821849823,0.07256060093641281,28.013803482055664,534.922607421875
Asia,,1997,1.1958564519882202,0.116365447640419,31.614063262939453,532.826171875
Asia,,1998,1.4579805135726929,0.16731885075569153,33.69692611694336,564.8095092773438
Asia,,1999,2.0297560691833496,0.24566660821437836,36.979820251464844,550.1734619140625
Asia,,2000,2.382638931274414,0.3817344307899475,40.58894348144531,566.6793823242188
Asia,,2001,3.200521469116211,0.5543564558029175,41.51584243774414,611.6636352539062
Asia,,2002,3.470280170440674,0.7708114385604858,42.8712272644043,633.569091796875
Asia,,2003,4.594285011291504,1.0533705949783325,44.73683547973633,658.3507690429688
Asia,,2004,8.149256706237793,1.3908350467681885,47.31674575805664,775.4692993164062
Asia,,2005,10.250758171081543,1.7684904336929321,52.97130584716797,803.5206909179688
Asia,,2006,16.05799102783203,2.1937077045440674,56.996238708496094,884.3695678710938
Asia,,2007,21.33015251159668,2.631334066390991,63.23910903930664,928.370849609375
Asia,,2008,32.62148666381836,3.1911234855651855,71.15206909179688,1053.424072265625
Asia,,2009,50.6760368347168,4.1230692863464355,80.08689880371094,1023.3779296875
Asia,,2010,77.96537017822266,5.857666492462158,91.83975982666016,1178.69384765625
Asia,,2011,110.11321258544922,10.34475326538086,100.99214935302734,1193.36767578125
Asia,,2012,144.08229064941406,15.574322700500488,109.71559143066406,1350.7999267578125
Asia,,2013,184.9931640625,29.234298706054688,121.81989288330078,1458.8453369140625
Asia,,2014,211.04464721679688,59.336421966552734,140.6615447998047,1592.8458251953125
Asia,,2015,240.93576049804688,91.49200439453125,163.37277221679688,1659.49755859375
Asia,,2016,312.1903076171875,138.2807159423828,166.46241760253906,1723.6474609375
Asia,,2017,390.9174499511719,217.7689971923828,194.78939819335938,1768.7733154296875
Asia,,2018,465.67059326171875,310.5865783691406,232.8319549560547,1809.72314453125
Asia,,2019,514.1099243164062,391.7597351074219,260.660400390625,1934.5533447265625
Asia,,2020,578.8372802734375,467.6713562011719,285.7126159667969,1980.7615966796875
Asia,,2021,785.607177734375,579.658935546875,336.35723876953125,1938.02490234375
Asia Pacific (BP),,1965,0,0,1.6440000534057617,156.0895538330078
Asia Pacific (BP),,1966,0,0,1.6430000066757202,162.31182861328125
Asia Pacific (BP),,1967,0,0,1.4240000247955322,152.8667449951172
Asia Pacific (BP),,1968,0,0,1.5770000219345093,168.24911499023438
Asia Pacific (BP),,1969,0,0,1.6080000400543213,174.16380310058594
Asia Pacific (BP),,1970,0,0,1.776703953742981,180.7100067138672
Asia Pacific (BP),,1971,0,0,1.7546110153198242,199.4570770263672
Asia Pacific (BP),,1972,0,0,1.7855910062789917,205.1160125732422
Asia Pacific (BP),,1973,0,0,1.8349980115890503,194.01162719726562
Asia Pacific (BP),,1974,0,0,2.8156046867370605,217.90460205078125
Asia Pacific (BP),,1975,0,0,2.9736697673797607,232.44424438476562
Asia Pacific (BP),,1976,0,0,2.906399965286255,233.2533721923828
Asia Pacific (BP),,1977,0,0,2.9417788982391357,227.03831481933594
Asia Pacific (BP),,1978,0,0,3.236806869506836,237.04640197753906
Asia Pacific (BP),,1979,0,0,4.032256126403809,256.98187255859375
Asia Pacific (BP),,1980,0,0,5.49276876449585,273.44720458984375
Asia Pacific (BP),,1981,0,0,7.391300678253174,289.72967529296875
Asia Pacific (BP),,1982,0,0,16.271230697631836,282.66717529296875
Asia Pacific (BP),,1983,0,0,18.387142181396484,299.34136962890625
Asia Pacific (BP),,1984,0,0,20.061473846435547,299.4067077636719
Asia Pacific (BP),,1985,0,0,21.110822677612305,320.04461669921875
Asia Pacific (BP),,1986,0,0,22.009225845336914,328.1590881347656
Asia Pacific (BP),,1987,0,0,22.329086303710938,326.89129638671875
Asia Pacific (BP),,1988,0,0,24.146039962768555,361.7862548828125
Asia Pacific (BP),,1989,0,0,26.43878746032715,388.04351806640625
Asia Pacific (BP),,1990,0.03232323378324509,0.004000000189989805,22.513750076293945,399.27154541015625
Asia Pacific (BP),,1991,0.12200091034173965,0.009449999779462814,22.994274139404297,410.5242614746094
Asia Pacific (BP),,1992,0.2204740345478058,0.02759999968111515,23.15172004699707,401.524658203125
Asia Pacific (BP),,1993,0.3118366599082947,0.04309999942779541,23.097511291503906,440.28692626953125
Asia Pacific (BP),,1994,0.5835880637168884,0.05339999869465828,26.58026123046875,443.2981872558594
Asia Pacific (BP),,1995,1.1216013431549072,0.07066009938716888,31.112775802612305,483.4344177246094
Asia Pacific (BP),,1996,0.9912050366401672,0.09816060960292816,31.65265655517578,473.4094543457031
Asia Pacific (BP),,1997,1.2139500379562378,0.14701545238494873,35.280696868896484,475.8946533203125
Asia Pacific (BP),,1998,1.4895501136779785,0.2029188573360443,37.75983428955078,506.6742858886719
Asia Pacific (BP),,1999,2.0532491207122803,0.28626659512519836,41.45563507080078,500.2429504394531
Asia Pacific (BP),,2000,2.5639469623565674,0.4284844398498535,44.97482681274414,521.6529541015625
Asia Pacific (BP),,2001,3.517409324645996,0.608506441116333,45.56449890136719,570.4633178710938
Asia Pacific (BP),,2002,4.067013263702393,0.8291113972663879,47.26542663574219,578.9087524414062
Asia Pacific (BP),,2003,5.340875625610352,1.1165705919265747,49.53166961669922,594.3544921875
Asia Pacific (BP),,2004,9.18669319152832,1.4637850522994995,53.351497650146484,699.1524658203125
Asia Pacific (BP),,2005,12.019193649291992,1.8525404930114746,60.516448974609375,727.9608154296875
Asia Pacific (BP),,2006,18.569807052612305,2.2911078929901123,64.84644317626953,801.6983032226562
Asia Pacific (BP),,2007,24.603132247924805,2.748389959335327,71.50753784179688,852.1744384765625
Asia Pacific (BP),,2008,36.07989501953125,3.3302700519561768,79.42047882080078,997.7783813476562
Asia Pacific (BP),,2009,54.84797668457031,4.382630825042725,87.71817779541016,968.0880737304688
Asia Pacific (BP),,2010,81.48421478271484,6.7387518882751465,99.8087158203125,1097.67138671875
Asia Pacific (BP),,2011,113.55108642578125,12.163277626037598,109.24849700927734,1117.8052978515625
Asia Pacific (BP),,2012,147.7235870361328,17.55385398864746,118.2894058227539,1261.9498291015625
Asia Pacific (BP),,2013,188.47213745117188,32.38258361816406,130.23391723632812,1369.885009765625
Asia Pacific (BP),,2014,214.27268981933594,62.96741485595703,148.75611877441406,1523.4307861328125
Asia Pacific (BP),,2015,243.0578155517578,95.62472534179688,171.02685546875,1566.8795166015625
Asia Pacific (BP),,2016,311.1878967285156,141.8076934814453,171.41854858398438,1628.7205810546875
Asia Pacific (BP),,2017,387.1516418457031,220.17581176757812,197.78900146484375,1673.8355712890625
Asia Pacific (BP),,2018,462.0912170410156,309.5985412597656,233.80718994140625,1727.2188720703125
Asia Pacific (BP),,2019,511.61474609375,390.2586364746094,259.0397033691406,1791.060302734375
Asia Pacific (BP),,2020,575.1222534179688,466.6903991699219,281.86712646484375,1862.856689453125
Asia Pacific (BP),,2021,779.1749877929688,581.5050048828125,329.44207763671875,1851.625244140625
Australia,AUS,1965,0,0,0.29600000381469727,7.689755916595459
Australia,AUS,1966,0,0,0.2840000092983246,7.345042705535889
Australia,AUS,1967,0,0,0.28999999165534973,7.60578727722168
Australia,AUS,1968,0,0,0.28200000524520874,7.95050048828125
Australia,AUS,1969,0,0,0.2809999883174896,8.684121131896973
Australia,AUS,1970,0,0,0.26100000739097595,10.170686721801758
Australia,AUS,1971,0,0,0.2630000114440918,11.507442474365234
Australia,AUS,1972,0,0,0.2800000011920929,11.553314208984375
Australia,AUS,1973,0,0,0.33799999952316284,12.285839080810547
Australia,AUS,1974,0,0,0.42899999022483826,13.873920440673828
Australia,AUS,1975,0,0,0.48899999260902405,14.887801170349121
Australia,AUS,1976,0,0,0.48399999737739563,14.15385913848877
Australia,AUS,1977,0,0,0.42899999022483826,13.543950080871582
Australia,AUS,1978,0,0,0.4050000011920929,14.675349235534668
Australia,AUS,1979,0,0,0.4180000126361847,14.246055603027344
Australia,AUS,1980,0,0,0.38499999046325684,13.466597557067871
Australia,AUS,1981,0,0,0.40400001406669617,13.86634349822998
Australia,AUS,1982,0,0,0.515999972820282,12.770334243774414
Australia,AUS,1983,0,0,0.4309999942779541,12.123647689819336
Australia,AUS,1984,0,0,0.4410000145435333,13.125948905944824
Australia,AUS,1985,0,0,0.4560000002384186,13.940510749816895
Australia,AUS,1986,0,0,0.46000000834465027,14.025798797607422
Australia,AUS,1987,0,0,0.4699999988079071,13.61379623413086
Australia,AUS,1988,0,0,0.7310000061988831,14.334444046020508
Australia,AUS,1989,0,0,0.8100000023841858,14.253668785095215
Australia,AUS,1990,0,0,0.7595000267028809,14.759499549865723
Australia,AUS,1991,0,0.005450000055134296,0.7195000052452087,15.653499603271484
Australia,AUS,1992,0,0.01209999993443489,0.6700000166893005,15.941499710083008
Australia,AUS,1993,0.0020000000949949026,0.014600000344216824,0.6700000166893005,16.386999130249023
Australia,AUS,1994,0.005499999970197678,0.017400000244379044,0.6965000033378601,16.149999618530273
Australia,AUS,1995,0.007000000216066837,0.021150000393390656,0.8255000114440918,15.630999565124512
Australia,AUS,1996,0.007000000216066837,0.025599999353289604,0.9465000033378601,15.968500137329102
Australia,AUS,1997,0.007499999832361937,0.030649999156594276,0.996999979019165,15.952500343322754
Australia,AUS,1998,0.017999999225139618,0.035599999129772186,1.0809999704360962,15.79800033569336
Australia,AUS,1999,0.0430000014603138,0.0406000018119812,1.1334999799728394,16.2814998626709
Australia,AUS,2000,0.1340000033378601,0.04675000160932541,0.8895000219345093,16.46649932861328
Australia,AUS,2001,0.28700000047683716,0.05415000021457672,0.7975000143051147,16.12350082397461
Australia,AUS,2002,0.5335500240325928,0.05829999968409538,1.266800045967102,16.094999313354492
Australia,AUS,2003,0.7040500044822693,0.06319999694824219,1.6917999982833862,16.21055030822754
Australia,AUS,2004,0.7950000166893005,0.07294999808073044,2.8152499198913574,15.686650276184082
Australia,AUS,2005,1.299049973487854,0.0840499997138977,3.871000051498413,15.465700149536133
Australia,AUS,2006,2.162100076675415,0.09749999642372131,3.932499885559082,14.945099830627441
